SKT0-Ch0Read,SKT0-Ch0Write,SKT0-Ch1Read,SKT0-Ch1Write,SKT0-Mem Read (MB/s),SKT0-Mem Write (MB/s),SKT0-P. Write (T/s),SKT0-Memory (MB/s),SKT1-Ch0Read,SKT1-Ch0Write,SKT1-Ch1Read,SKT1-Ch1Write,SKT1-Mem Read (MB/s),SKT1-Mem Write (MB/s),SKT1-P. Write (T/s),SKT1-Memory (MB/s),System-Read,System-Write,System-Memory
   78.58,  289.79,  268.71,  397.61,  347.29,  687.40,2133288501, 1034.69,  381.47,    5.94,  381.10,    2.56,  762.57,    8.50,2129032918,  771.07,   1109.86,    695.90,   1805.76
   80.30,  286.79,  273.64,  395.99,  353.94,  682.78,2134669331, 1036.73,  402.01,   16.62,  401.65,   13.16,  803.66,   29.78,2134716411,  833.44,   1157.60,    712.56,   1870.17
   82.19,  307.75,  279.17,  419.09,  361.36,  726.84,2132595033, 1088.20,  432.75,   14.18,  433.28,   10.78,  866.03,   24.96,2132498540,  890.99,   1227.39,    751.80,   1979.19
   73.48,  280.77,  250.32,  381.47,  323.80,  662.24,2132413907,  986.04,  400.53,    7.03,  400.38,    3.60,  800.92,   10.63,2132415396,  811.55,   1124.72,    672.87,   1797.59
   71.71,  275.66,  245.43,  375.35,  317.14,  651.01,2134459737,  968.14,  398.90,    7.43,  398.88,    4.02,  797.78,   11.45,2134452470,  809.23,   1114.91,    662.46,   1777.38
   73.99,  281.00,  252.55,  382.67,  326.54,  663.67,2132374286,  990.20,  389.80,    6.17,  389.77,    2.77,  779.57,    8.94,2132353364,  788.51,   1106.10,    672.61,   1778.71
   70.91,  276.94,  241.98,  374.71,  312.89,  651.66,2134406806,  964.55,  384.55,    6.06,  384.06,    2.68,  768.61,    8.74,2134421432,  777.35,   1081.51,    660.39,   1741.90
   70.73,  277.87,  242.05,  375.99,  312.79,  653.86,2132316067,  966.65,  387.97,    6.71,  386.77,    3.31,  774.74,   10.02,2132300626,  784.76,   1087.53,    663.88,   1751.41
   70.18,  276.55,  239.80,  373.86,  309.98,  650.40,2134393415,  960.38,  388.33,    6.40,  387.94,    3.02,  776.27,    9.42,2134388911,  785.69,   1086.24,    659.83,   1746.07
   69.62,  274.86,  237.65,  372.05,  307.28,  646.90,2132261216,  954.18,  384.81,    6.50,  385.12,    3.13,  769.94,    9.63,2132280631,  779.57,   1077.21,    656.53,   1733.75
   69.47,  275.94,  237.22,  372.57,  306.69,  648.51,2134381270,  955.20,  384.92,    6.00,  383.84,    2.61,  768.76,    8.61,2134368081,  777.37,   1075.45,    657.13,   1732.58
   69.54,  275.77,  237.52,  372.77,  307.06,  648.54,2132244419,  955.60,  383.34,    6.24,  381.94,    2.84,  765.29,    9.08,2132253480,  774.36,   1072.34,    657.62,   1729.96
   83.84,  312.14,  281.83,  424.00,  365.67,  736.14,2134388664, 1101.81,  442.52,   23.39,  441.19,   19.86,  883.71,   43.25,2134423654,  926.96,   1249.38,    779.39,   2028.77
   69.69,  280.45,  235.66,  375.57,  305.35,  656.02,2132377990,  961.37,  406.66,    8.30,  405.81,    4.88,  812.48,   13.19,2132318098,  825.66,   1117.83,    669.20,   1787.03
   68.90,  279.11,  233.78,  374.14,  302.68,  653.24,2134473757,  955.93,  403.89,    7.68,  402.66,    4.23,  806.55,   11.91,2134499173,  818.46,   1109.23,    665.15,   1774.39
   67.99,  275.38,  230.43,  368.74,  298.42,  644.11,2132340504,  942.53,  392.50,    6.40,  389.30,    3.01,  781.80,    9.41,2132342322,  791.21,   1080.22,    653.53,   1733.74
   67.41,  275.57,  229.53,  369.01,  296.94,  644.58,2134423242,  941.52,  388.76,    6.07,  388.05,    2.67,  776.81,    8.74,2134419621,  785.55,   1073.75,    653.32,   1727.07
   67.42,  274.05,  227.71,  366.10,  295.13,  640.15,2132359994,  935.28,  390.62,    7.01,  388.83,    3.63,  779.45,   10.64,2132371958,  790.09,   1074.58,    650.79,   1725.37
   66.85,  274.24,  226.59,  365.89,  293.44,  640.13,2132383055,  933.57,  384.47,    5.91,  384.19,    2.53,  768.66,    8.44,2132367843,  777.10,   1062.09,    648.57,   1710.67
   66.96,  275.21,  227.62,  367.38,  294.57,  642.59,2134388657,  937.16,  386.42,    7.19,  386.91,    3.75,  773.33,   10.94,2134389406,  784.27,   1067.90,    653.53,   1721.43
   65.82,  271.72,  222.76,  362.00,  288.58,  633.72,2132313096,  922.30,  390.67,    6.72,  388.62,    3.32,  779.29,   10.05,2132328145,  789.33,   1067.86,    643.77,   1711.63
   65.91,  274.06,  224.35,  365.61,  290.26,  639.68,2134425529,  929.93,  385.52,    6.03,  381.36,    2.65,  766.89,    8.68,2134407175,  775.56,   1057.14,    648.35,   1705.50
   93.77,  335.35,  318.61,  459.53,  412.38,  794.88,2132342144, 1207.26,  426.87,   16.67,  423.42,   13.10,  850.29,   29.77,2132379903,  880.06,   1262.67,    824.65,   2087.32
   70.49,  295.82,  238.32,  393.21,  308.81,  689.04,2134541670,  997.85,  413.74,    7.99,  413.73,    4.58,  827.47,   12.57,2134504463,  840.04,   1136.28,    701.60,   1837.88
   66.32,  278.53,  223.94,  369.97,  290.26,  648.50,2132342292,  938.76,  401.12,    6.92,  400.48,    3.54,  801.60,   10.46,2132356641,  812.06,   1091.86,    658.96,   1750.82
   65.93,  276.18,  223.33,  367.65,  289.26,  643.83,2134453094,  933.09,  400.61,    7.67,  399.46,    4.26,  800.07,   11.93,2134454912,  812.00,   1089.33,    655.76,   1745.09
   64.95,  273.32,  220.06,  363.43,  285.01,  636.75,2132284114,  921.77,  395.24,    6.20,  392.74,    2.81,  787.97,    9.00,2132248680,  796.98,   1072.98,    645.76,   1718.74
   65.19,  274.37,  220.78,  364.87,  285.97,  639.24,2134433111,  925.21,  395.49,    6.80,  392.23,    3.38,  787.72,   10.19,2134480331,  797.91,   1073.69,    649.43,   1723.12
   64.67,  273.93,  220.30,  364.82,  284.97,  638.76,2132304122,  923.73,  386.48,    5.67,  382.28,    2.24,  768.75,    7.91,2132285511,  776.66,   1053.73,    646.66,   1700.39
   66.36,  278.21,  224.41,  369.71,  290.77,  647.92,2134409105,  938.69,  385.58,    6.18,  382.05,    2.78,  767.62,    8.96,2134394117,  776.58,   1058.39,    656.88,   1715.27
   64.86,  275.19,  220.11,  365.43,  284.97,  640.62,2132240740,  925.59,  388.31,    6.95,  383.44,    3.55,  771.75,   10.50,2132223105,  782.25,   1056.72,    651.12,   1707.85
   65.56,  276.28,  222.11,  367.33,  287.66,  643.60,2134343333,  931.26,  386.58,    6.31,  384.74,    2.93,  771.31,    9.24,2134299943,  780.55,   1058.97,    652.84,   1711.81
   70.17,  280.96,  235.38,  375.55,  305.55,  656.51,2132402625,  962.06,  406.53,   17.70,  404.05,   14.25,  810.57,   31.95,2132546374,  842.53,   1116.12,    688.46,   1804.58
   75.66,  304.90,  255.35,  408.05,  331.02,  712.95,2134758498, 1043.96,  434.47,   15.35,  432.31,   11.93,  866.78,   27.28,2134697958,  894.05,   1197.79,    740.23,   1938.02
   65.59,  277.44,  222.23,  367.98,  287.82,  645.42,2132313672,  933.25,  398.58,    6.20,  396.51,    2.79,  795.09,    8.99,2132489028,  804.08,   1082.92,    654.41,   1737.33
   65.17,  276.33,  221.01,  366.98,  286.18,  643.31,2132432501,  929.49,  391.86,    6.79,  389.41,    3.38,  781.27,   10.17,2132225237,  791.44,   1067.45,    653.48,   1720.93
   64.34,  274.32,  217.40,  363.69,  281.74,  638.01,2134550701,  919.75,  392.10,    6.85,  391.44,    3.45,  783.54,   10.30,2134574680,  793.84,   1065.28,    648.31,   1713.59
   64.52,  274.92,  218.53,  364.89,  283.05,  639.81,2132270837,  922.86,  389.98,    6.79,  388.49,    3.39,  778.47,   10.18,2132283153,  788.64,   1061.52,    649.99,   1711.50
   64.27,  274.56,  217.89,  364.12,  282.16,  638.69,2134411880,  920.84,  381.18,    5.64,  379.33,    2.27,  760.51,    7.91,2134381590,  768.41,   1042.67,    646.59,   1689.26
   64.32,  274.33,  218.27,  363.71,  282.59,  638.04,2132181346,  920.63,  378.01,    6.02,  377.18,    2.60,  755.19,    8.62,2132218836,  763.81,   1037.78,    646.66,   1684.44
   64.54,  275.66,  218.93,  365.22,  283.46,  640.88,2134396888,  924.35,  381.13,    6.21,  380.98,    2.82,  762.10,    9.03,2134376782,  771.13,   1045.57,    649.91,   1695.48
   64.48,  274.75,  218.21,  363.87,  282.69,  638.62,2132255055,  921.31,  379.04,    6.77,  379.65,    3.38,  758.69,   10.15,2132232947,  768.84,   1041.38,    648.77,   1690.15
   64.50,  275.17,  219.15,  364.38,  283.65,  639.54,2134357033,  923.19,  382.73,    6.31,  385.90,    2.91,  768.63,    9.22,2134366100,  777.86,   1052.28,    648.76,   1701.05
   92.46,  342.82,  312.83,  465.78,  405.29,  808.60,2132253048, 1213.89,  438.01,   19.58,  436.65,   16.28,  874.66,   35.86,2132279276,  910.52,   1279.95,    844.45,   2124.40
   65.75,  283.92,  222.34,  374.56,  288.10,  658.48,2134486451,  946.57,  402.68,    6.24,  400.77,    2.84,  803.45,    9.08,2134463990,  812.53,   1091.55,    667.55,   1759.10
   65.01,  277.50,  219.84,  367.01,  284.85,  644.50,2132404415,  929.35,  396.41,    7.54,  393.85,    4.12,  790.26,   11.66,2132498542,  801.92,   1075.11,    656.17,   1731.27
   63.67,  274.81,  215.63,  362.93,  279.30,  637.74,2134536371,  917.05,  395.14,    6.78,  395.02,    3.40,  790.16,   10.18,2134451346,  800.34,   1069.46,    647.92,   1717.39
   63.98,  274.95,  217.86,  364.60,  281.83,  639.55,2132330098,  921.39,  394.82,    7.12,  394.95,    3.70,  789.77,   10.82,2132330275,  800.59,   1071.60,    650.38,   1721.98
   64.14,  275.89,  218.09,  364.96,  282.23,  640.85,2134444524,  923.08,  386.96,    5.79,  386.44,    2.38,  773.40,    8.17,2134456795,  781.57,   1055.63,    649.02,   1704.65
   64.53,  275.13,  218.55,  364.77,  283.08,  639.90,2132231037,  922.98,  384.07,    6.70,  382.53,    3.31,  766.60,   10.00,2132212625,  776.61,   1049.69,    649.90,   1699.59
   63.77,  273.73,  215.37,  361.73,  279.15,  635.46,2134405629,  914.60,  389.42,    6.29,  389.58,    2.90,  779.01,    9.19,2134390380,  788.20,   1058.15,    644.65,   1702.80
   63.19,  271.64,  214.43,  359.57,  277.62,  631.21,2132208055,  908.83,  383.49,    6.28,  384.43,    2.88,  767.92,    9.16,2132236857,  777.08,   1045.54,    640.37,   1685.91
   63.43,  271.59,  215.22,  359.66,  278.65,  631.24,2134430972,  909.89,  386.32,    6.32,  386.23,    2.94,  772.56,    9.26,2134392145,  781.82,   1051.20,    640.50,   1691.71
   76.56,  301.33,  258.36,  405.34,  334.92,  706.67,2132317071, 1041.59,  435.71,   25.54,  434.83,   22.09,  870.53,   47.63,2132401481,  918.16,   1205.45,    754.29,   1959.75
   65.74,  284.99,  222.75,  377.23,  288.49,  662.22,2134532956,  950.71,  411.08,    7.14,  410.02,    3.73,  821.11,   10.87,2134491304,  831.98,   1109.60,    673.09,   1782.69
   63.87,  273.06,  214.61,  360.93,  278.48,  633.99,2132246391,  912.47,  395.98,    6.73,  394.87,    3.28,  790.85,   10.01,2132228958,  800.86,   1069.33,    643.99,   1713.33
   62.89,  270.39,  211.96,  357.50,  274.85,  627.89,2134521600,  902.74,  392.60,    6.78,  391.77,    3.36,  784.37,   10.14,2134497035,  794.51,   1059.22,    638.03,   1697.25
   62.51,  269.75,  212.15,  356.67,  274.66,  626.42,2132342729,  901.09,  386.63,    6.22,  386.38,    2.85,  773.01,    9.07,2132331395,  782.08,   1047.67,    635.49,   1683.17
   62.96,  271.64,  213.34,  359.01,  276.30,  630.65,2132421671,  906.96,  390.90,    6.97,  389.14,    3.57,  780.04,   10.54,2132491730,  790.58,   1056.35,    641.19,   1697.54
   63.93,  274.69,  216.57,  363.13,  280.50,  637.82,2134451359,  918.32,  390.69,    6.73,  389.08,    3.34,  779.77,   10.08,2134628740,  789.85,   1060.27,    647.90,   1708.17
   62.85,  272.08,  213.54,  360.06,  276.39,  632.14,2132498922,  908.53,  384.13,    5.47,  383.80,    2.08,  767.93,    7.55,2132279315,  775.48,   1044.32,    639.69,   1684.01
   63.79,  273.91,  215.75,  362.25,  279.54,  636.15,2134670475,  915.69,  380.96,    6.44,  381.07,    3.05,  762.03,    9.48,2134683154,  771.52,   1041.57,    645.64,   1687.21
   63.27,  272.78,  213.54,  359.47,  276.81,  632.25,2132513242,  909.06,  388.07,    6.53,  386.94,    3.13,  775.01,    9.66,2132469678,  784.67,   1051.82,    641.91,   1693.73
   75.15,  296.62,  251.49,  397.48,  326.65,  694.10,2134408537, 1020.74,  423.51,   22.32,  421.91,   19.11,  845.42,   41.43,2134481590,  886.85,   1172.06,    735.53,   1907.59
   71.55,  302.81,  241.96,  401.69,  313.51,  704.51,2132414338, 1018.01,  424.01,   10.13,  422.58,    6.70,  846.60,   16.84,2132373924,  863.43,   1160.10,    721.34,   1881.44
   67.53,  285.99,  228.04,  378.96,  295.57,  664.94,2134403875,  960.52,  402.36,    6.93,  400.05,    3.52,  802.41,   10.45,2134461606,  812.86,   1097.98,    675.39,   1773.37
   65.14,  280.07,  220.92,  370.05,  286.06,  650.12,2132263307,  936.18,  393.50,    6.31,  391.71,    2.93,  785.21,    9.23,2132216232,  794.45,   1071.27,    659.35,   1730.62
   63.88,  274.80,  216.48,  363.76,  280.36,  638.55,2134402679,  918.92,  384.16,    6.00,  382.53,    2.60,  766.69,    8.60,2134379535,  775.30,   1047.06,    647.16,   1694.22
   63.35,  273.11,  213.86,  360.74,  277.21,  633.84,2132228740,  911.05,  384.19,    6.13,  383.62,    2.74,  767.81,    8.87,2132228579,  776.68,   1045.02,    642.71,   1687.73
   66.45,  279.86,  225.25,  371.91,  291.71,  651.77,2134392499,  943.48,  393.66,    8.29,  391.19,    4.83,  784.85,   13.13,2134378090,  797.98,   1076.55,    664.90,   1741.45
   67.55,  288.78,  229.20,  382.53,  296.75,  671.31,2132263097,  968.06,  397.63,    6.90,  394.96,    3.52,  792.59,   10.41,2132317014,  803.00,   1089.34,    681.73,   1771.06
   64.34,  278.48,  217.62,  367.77,  281.96,  646.25,2134452064,  928.22,  391.00,    6.61,  389.52,    3.18,  780.52,    9.79,2134422921,  790.32,   1062.49,    656.04,   1718.53
   64.53,  276.47,  218.13,  365.85,  282.66,  642.32,2132239269,  924.99,  389.17,    5.94,  385.92,    2.50,  775.09,    8.44,2132248369,  783.53,   1057.76,    650.76,   1708.52
   66.05,  282.13,  223.13,  373.42,  289.18,  655.55,2134402763,  944.74,  387.89,    6.66,  384.55,    3.29,  772.43,    9.95,2134388843,  782.38,   1061.62,    665.50,   1727.12
   85.01,  332.79,  287.24,  447.22,  372.25,  780.02,2132314503, 1152.27,  442.79,   20.93,  440.16,   17.50,  882.94,   38.43,2132330667,  921.37,   1255.20,    818.45,   2073.64
   66.03,  284.61,  223.43,  376.68,  289.46,  661.28,2132394981,  950.74,  406.89,    7.38,  404.89,    3.97,  811.78,   11.34,2132365065,  823.13,   1101.24,    672.62,   1773.87
   64.99,  279.95,  219.67,  369.89,  284.66,  649.85,2134376534,  934.51,  396.95,    6.41,  394.86,    2.98,  791.81,    9.38,2134414524,  801.20,   1076.48,    659.23,   1735.71
   66.46,  284.42,  225.62,  376.41,  292.08,  660.83,2132302986,  952.91,  387.10,    5.86,  386.41,    2.48,  773.51,    8.34,2132300290,  781.85,   1065.59,    669.17,   1734.76
   63.89,  278.28,  215.67,  366.58,  279.56,  644.87,2134412470,  924.42,  381.24,    5.77,  381.23,    2.35,  762.47,    8.12,2134398867,  770.59,   1042.02,    652.99,   1695.01
   64.70,  278.85,  218.97,  368.31,  283.67,  647.16,2132281682,  930.83,  384.44,    6.82,  385.05,    3.37,  769.49,   10.19,2132260497,  779.69,   1053.16,    657.35,   1710.51
   63.64,  274.48,  215.46,  362.46,  279.10,  636.94,2134472669,  916.04,  383.43,    6.60,  383.76,    3.22,  767.19,    9.82,2134446365,  777.01,   1046.29,    646.76,   1693.05
   66.34,  284.25,  224.63,  376.19,  290.98,  660.44,2132238011,  951.42,  388.40,    6.62,  388.35,    3.24,  776.76,    9.85,2132488932,  786.61,   1067.73,    670.29,   1738.03
   63.85,  276.20,  215.76,  364.19,  279.61,  640.39,2134637927,  919.99,  385.06,    6.11,  386.05,    2.73,  771.10,    8.85,2134425442,  779.95,   1050.71,    649.23,   1699.94
   66.46,  283.10,  225.40,  374.65,  291.86,  657.75,2132250217,  949.61,  378.20,    6.02,  379.36,    2.60,  757.56,    8.61,2132302265,  766.17,   1049.42,    666.36,   1715.78
   78.99,  309.73,  265.04,  415.55,  344.02,  725.28,2134427724, 1069.30,  430.05,   21.24,  428.86,   17.84,  858.91,   39.08,2134411671,  898.00,   1202.93,    764.36,   1967.30
   65.36,  281.88,  220.89,  372.43,  286.25,  654.30,2132353997,  940.55,  410.29,    8.26,  408.75,    4.82,  819.04,   13.08,2132358436,  832.12,   1105.29,    667.38,   1772.67
   67.17,  283.58,  227.60,  376.35,  294.77,  659.93,2134481221,  954.71,  397.14,    7.02,  397.44,    3.61,  794.58,   10.63,2134439786,  805.21,   1089.36,    670.56,   1759.92
   64.30,  277.99,  217.81,  367.74,  282.11,  645.73,2132272796,  927.84,  383.22,    6.17,  385.41,    2.79,  768.63,    8.95,2132316666,  777.58,   1050.74,    654.68,   1705.42
   64.18,  276.52,  216.52,  365.41,  280.70,  641.93,2134424200,  922.63,  382.23,    5.96,  383.95,    2.57,  766.19,    8.54,2134386107,  774.72,   1046.89,    650.46,   1697.35
   64.58,  278.24,  217.92,  367.40,  282.49,  645.63,2132325962,  928.13,  386.09,    6.79,  385.64,    3.37,  771.73,   10.16,2132331885,  781.89,   1054.23,    655.80,   1710.02
   63.63,  274.32,  215.08,  362.57,  278.72,  636.90,2134378813,  915.61,  383.15,    5.58,  381.74,    2.19,  764.89,    7.77,2134408091,  772.66,   1043.61,    644.67,   1688.28
   64.52,  276.95,  217.61,  365.93,  282.14,  642.88,2132263350,  925.02,  383.92,    6.97,  384.44,    3.55,  768.36,   10.52,2132274019,  778.88,   1050.49,    653.40,   1703.90
   63.72,  275.73,  214.54,  363.39,  278.26,  639.12,2134486422,  917.38,  391.25,    6.93,  391.21,    3.54,  782.46,   10.47,2134440878,  792.93,   1060.72,    649.59,   1710.31
   65.63,  280.32,  220.73,  370.18,  286.36,  650.50,2132292010,  936.86,  381.36,    5.96,  381.22,    2.54,  762.58,    8.50,2132286506,  771.08,   1048.94,    659.00,   1707.94
   78.48,  306.61,  262.30,  410.39,  340.78,  717.00,2134420044, 1057.78,  419.81,   21.25,  419.38,   17.78,  839.19,   39.04,2134455843,  878.23,   1179.96,    756.04,   1936.00
   67.29,  289.88,  225.50,  381.66,  292.79,  671.54,2132522979,  964.33,  416.83,    9.47,  415.64,    6.09,  832.47,   15.55,2132549526,  848.03,   1125.26,    687.09,   1812.36
   64.35,  278.18,  216.76,  366.60,  281.11,  644.78,2132379734,  925.89,  394.98,    6.06,  397.36,    2.66,  792.34,    8.72,2132324284,  801.06,   1073.45,    653.49,   1726.94
   64.02,  277.62,  216.58,  366.37,  280.60,  644.00,2134421135,  924.60,  390.32,    7.27,  391.41,    3.84,  781.73,   11.11,2134426457,  792.84,   1062.33,    655.11,   1717.44
   65.05,  280.32,  219.33,  369.58,  284.38,  649.90,2132333922,  934.28,  388.06,    5.98,  385.92,    2.57,  773.98,    8.55,2132347332,  782.53,   1058.36,    658.45,   1716.81
   65.64,  280.80,  222.35,  371.77,  287.99,  652.57,2134455018,  940.56,  387.03,    6.56,  384.89,    3.13,  771.92,    9.68,2134440995,  781.60,   1059.91,    662.26,   1722.17
   65.40,  282.02,  221.20,  372.11,  286.60,  654.13,2132303936,  940.73,  378.51,    5.58,  377.54,    2.21,  756.05,    7.79,2132298168,  763.84,   1042.65,    661.92,   1704.57
   65.23,  280.08,  221.66,  371.65,  286.89,  651.73,2134423226,  938.63,  380.40,    6.16,  377.50,    2.76,  757.90,    8.92,2134405128,  766.82,   1044.79,    660.65,   1705.44
   64.41,  279.45,  217.97,  368.95,  282.38,  648.40,2132247787,  930.78,  383.93,    6.49,  382.72,    3.13,  766.65,    9.62,2132287393,  776.27,   1049.03,    658.02,   1707.05
   65.18,  279.66,  220.43,  370.52,  285.61,  650.18,2134462621,  935.79,  382.21,    6.72,  382.52,    3.34,  764.73,   10.06,2134471084,  774.79,   1050.34,    660.24,   1710.58
   72.24,  289.85,  244.59,  388.12,  316.83,  677.96,2132439124,  994.79,  388.59,    8.89,  388.36,    5.47,  776.95,   14.36,2132491377,  791.31,   1093.78,    692.32,   1786.11
   97.34,  347.92,  328.67,  476.01,  426.00,  823.92,2134547401, 1249.93,  429.09,   13.07,  426.25,    9.64,  855.34,   22.71,2134492210,  878.05,   1281.34,    846.63,   2127.97
   65.76,  283.95,  221.84,  374.99,  287.61,  658.93,2132353415,  946.54,  401.08,    5.90,  397.86,    2.49,  798.95,    8.39,2132349706,  807.33,   1086.55,    667.32,   1753.87
   64.09,  278.43,  216.73,  367.26,  280.82,  645.69,2134629383,  926.52,  391.11,    6.38,  390.25,    3.01,  781.37,    9.39,2135083196,  790.76,   1062.19,    655.09,   1717.28
   64.53,  279.73,  219.05,  369.92,  283.58,  649.65,2132887341,  933.23,  391.12,    6.33,  391.90,    2.91,  783.02,    9.24,2132520255,  792.26,   1066.60,    658.88,   1725.48
   64.66,  277.50,  219.05,  367.25,  283.71,  644.75,2132367268,  928.47,  390.33,    6.70,  389.16,    3.28,  779.49,    9.98,2132265774,  789.47,   1063.20,    654.74,   1717.94
   64.33,  277.93,  218.40,  367.63,  282.73,  645.56,2134581507,  928.28,  383.35,    5.72,  381.57,    2.34,  764.92,    8.05,2134548477,  772.97,   1047.65,    653.61,   1701.26
   65.29,  277.83,  220.64,  368.08,  285.93,  645.92,2132301423,  931.85,  387.99,    7.17,  385.92,    3.74,  773.91,   10.91,2132560503,  784.82,   1059.84,    656.83,   1716.67
   65.66,  281.31,  222.72,  372.29,  288.38,  653.60,2134633418,  941.99,  394.03,    7.32,  392.33,    3.88,  786.35,   11.19,2134419672,  797.55,   1074.74,    664.80,   1739.53
   63.69,  277.15,  214.86,  364.83,  278.55,  641.98,2132351122,  920.53,  386.63,    6.64,  385.58,    3.23,  772.21,    9.87,2132320588,  782.08,   1050.76,    651.85,   1702.61
   63.85,  275.82,  215.71,  364.60,  279.56,  640.43,2132391721,  919.99,  390.62,    6.70,  391.22,    3.33,  781.84,   10.04,2132358219,  791.88,   1061.40,    650.46,   1711.86
  100.56,  344.53,  346.75,  477.99,  447.31,  822.52,2134481585, 1269.82,  417.74,   14.00,  416.94,   10.58,  834.68,   24.59,2134566958,  859.27,   1281.99,    847.10,   2129.09
   69.43,  300.57,  233.55,  396.14,  302.98,  696.71,2132428470,  999.70,  403.31,    6.64,  401.44,    3.24,  804.74,    9.88,2132393724,  814.62,   1107.73,    706.59,   1814.32
   65.08,  280.16,  219.68,  370.12,  284.76,  650.28,2134538901,  935.04,  393.55,    6.18,  394.17,    2.77,  787.72,    8.94,2134534051,  796.67,   1072.48,    659.22,   1731.70
   64.47,  278.82,  218.18,  368.51,  282.65,  647.33,2132289889,  929.98,  390.93,    6.15,  391.25,    2.73,  782.18,    8.87,2132621162,  791.05,   1064.82,    656.20,   1721.03
   63.47,  273.94,  215.11,  362.08,  278.59,  636.03,2134790125,  914.62,  389.56,    7.16,  389.84,    3.78,  779.40,   10.94,2134464311,  790.35,   1057.99,    646.97,   1704.96
