input_rate,output_rate,latency,firewall,router,ndpi_stat,payload_scan,bridge,firewall_drop,router_drop,ndpi_stat_drop,payload_scan_drop,bridge_drop,firewall_cycles,bridge_cycles,ndpi_stat_cycles,nf_router_cycles,payload_scan_cycles
9027398.501660159,1816049.3396741399,15000000.0,9027853.6,2339332.0,9026905.0,2012094.2,2008920.0,0.0,6687833.0,0.0,327689.6,0.0,2891546374.2,2357165765.0,2889807989.4,2891135291.0,996841635.2
10237301.3982354,1842479.978723,15000000.0,9680639.2,2174701.2,10015491.2,2177912.4,2177950.8,67642.2,7837617.0,1446.4,0.0,0.0,2891451127.8,2892363526.6,2890250917.4,2467642110.8,887767845.6
8119438.8538508,1726856.84308344,12002452.4,6793163.0,5396361.8,5393549.2,1896948.6,1893674.2,1323064.8,0.0,1406187.0,3499909.0,0.0,2891759418.2,1093198416.8,2377209945.4,2780186129.6,2891634547.6
10162346.62729972,1738680.8838081402,15000000.0,10119017.2,1923550.2,9499088.2,1920267.2,1919121.6,32325.2,7578885.2,595686.6,0.0,1145.6,2891515891.2,2892055642.6,2890334184.2,2891025392.0,319221939.8
7065120.7906886805,1446996.313317962,15000000.0,7068235.6,1531831.8,1531832.8,1531831.8,1531831.8,0.0,0.0,5549848.4,0.0,0.0,2891631500.6,2892157003.6,2890038092.0,438306993.8,2891888748.8
10089909.8160883,1289555.41198956,15000000.0,7612726.8,1342420.8,1342427.2,1342420.8,1342420.8,108992.2,0.0,7603259.0,0.0,0.0,2074720327.0,2846153423.6,2890160644.8,672478126.2,2892086745.2
5964271.18593742,1348345.0053437199,12315433.0,1800481.0,1340530.6,1340537.0,1340377.0,1340530.6,0.0,0.0,0.0,0.0,0.0,1018000868.8,2892195794.0,2870511714.6,2891828828.0,2745067790.4
2712984.34720652,797396.950692146,12174781.6,2276771.4,2669577.6,2669371.4,887951.0,888878.0,437873.4,0.0,0.0,1781643.4,0.0,2890633733.8,1019415951.0,2446177681.6,2855617508.6,2879198034.4
10081918.997352919,1668749.79664458,15000000.0,10092275.6,1859347.0,8568287.0,1856089.4,1856083.0,42282.4,6708946.4,0.0,0.0,0.0,2876716432.8,2892399256.6,2806518651.4,2891782415.8,447631729.8
6190681.3232207,1228250.0110754198,15000000.0,4007874.4,1248865.8,1252186.6,1248469.0,1248878.6,2190675.6,0.0,1738679.8,0.0,0.0,2865760365.8,2831487129.0,1649457114.0,1078763675.6,2892424738.0
3261680.59230378,873130.551386746,12001873.4,2280319.0,893826.2,1655917.6,893843.2,893845.2,0.0,762095.8,624819.0,0.0,0.0,2013763535.6,2892027013.0,2889428255.2,2646624438.6,1676325690.4
3916476.1752974004,924848.509739114,15000000.0,3919016.8,3918953.4,3918994.2,1055409.6,1056545.8,0.0,0.0,0.0,2863643.8,0.0,2891234205.6,480674272.4,2889887426.6,2890593765.6,2890884459.8
4583948.06778772,1155560.7655526442,12001799.0,3838341.0,1186720.6,2643812.8,1186720.6,1186720.6,0.0,1453840.0,492642.0,0.0,0.0,2706447182.4,2892109698.8,2890427076.2,2160675520.0,1859083216.4
7691750.683937199,1685192.9970857599,15000000.0,7629778.4,1798077.0,4842546.0,1796899.8,1796899.8,17433.4,3047911.4,2789562.8,0.0,0.0,2891653580.8,2892192812.4,2850663718.6,2166342312.0,1196111197.0
10292780.73476,1941477.0755474002,12120014.8,9509914.0,4052081.0,4052081.0,2189080.0,2185777.8,135319.8,0.0,5247886.6,1862994.6,0.0,2891704199.0,1891471035.0,2861888851.2,1406306230.2,2891934222.0
9650369.2446572,1499634.7113940401,12120045.4,9660410.8,1695156.2,9557696.4,1691819.8,1690623.6,0.0,7862610.6,0.0,0.0,1190.4,2891800595.6,2614386373.2,2855556140.6,2891589343.4,676394674.2
10289276.4896492,1399380.9276764798,9520808.4,10204205.2,1562613.2,10208594.8,1562606.8,1562606.8,35195.4,8646080.8,0.0,0.0,0.0,2891602721.6,2854644713.6,2890578629.2,2856806932.4,327437800.0
10151699.60015582,1375971.8050718,9693656.4,9830443.6,1538653.8,5479149.4,1535345.2,1535364.4,62292.8,3943759.6,4112918.4,0.0,0.0,2891551386.8,2892259845.2,2890558916.2,1905833071.4,1295226500.2
10134942.5093806,1855418.81686152,9618842.4,1865368.8,1880162.0,1880168.4,1880174.8,1880162.0,209617.4,0.0,0.0,0.0,6.4,790881840.8,2892831586.0,2891308129.8,2892039081.2,2892343481.2
8362070.306143941,1806178.82380752,12003064.2,3450904.0,1884979.4,4768556.4,1885358.8,1885448.4,306.8,2883654.2,0.0,0.0,0.0,694784464.4,2892283990.4,2890857305.6,2891909267.0,2222932357.4
10265708.835721198,1388052.59836726,15000000.0,10226046.2,10235865.6,10235865.8,1602444.6,1604210.0,36615.8,0.0,0.0,8633546.0,1529.6,2891646067.0,541876851.0,2890842872.6,2891658842.4,2767593693.8
4795308.668416919,899616.3676351359,12001584.0,3082844.4,945661.2,3841106.6,948952.2,948952.2,1715612.6,2895565.2,0.0,0.0,0.0,2891611232.2,2891936506.4,1850092753.8,2891407602.4,1420031857.6
8601115.17228148,1727704.5096857797,15000000.0,7436417.8,4700103.2,5962808.4,1880479.6,1862724.4,1167568.6,1262667.6,0.0,2816374.0,17760.8,2891145459.8,1876452488.4,2353591271.4,2891502954.2,2010250627.8
6792164.24778448,1213538.03999998,12001820.8,6792988.6,5575840.2,6792143.8,1368285.8,1368302.6,0.0,1216447.6,0.0,4210959.0,0.0,2869933888.8,496358103.6,2890627849.6,2891632890.4,2751794262.2
9522044.79455908,1769677.9830748602,15000000.0,7201404.8,1938404.0,2537503.2,1941687.0,1941687.0,2048500.4,599156.8,6116185.2,0.0,0.0,2652032812.0,2879213682.8,2389925919.0,955728340.0,2892327676.4
10301161.4031962,1725271.1651747997,15000000.0,9081854.6,1827777.2,1827809.2,1827809.2,1827802.8,157525.0,0.0,7114376.8,0.0,0.0,1892802071.0,2892444366.6,2891303069.6,361595398.8,2892489447.8
2964286.36320386,625837.5408117179,15000000.0,2967208.4,2965709.2,2965735.6,776253.4,776266.0,0.0,0.0,0.0,2189540.8,0.0,2891372026.8,400764972.8,2888172133.0,2834985322.4,2891005902.4
10173997.5049144,1406787.13466138,9293923.8,7463641.4,9224453.8,9224434.6,1603125.8,1606408.8,2677596.4,0.0,0.0,7621430.4,0.0,2891816590.4,1068347420.0,2256078136.4,2891360676.8,2891703395.2
8204550.123559261,1222556.11736986,15000000.0,8176133.8,1351936.0,8173073.2,1351940.0,1351936.0,0.0,6821226.6,0.0,0.0,0.0,2891794728.6,2892100061.6,2890167426.4,2891265361.6,321031360.0
5090277.863650881,1025066.9148318719,12003422.8,2822087.2,2006894.6,2006913.6,1057592.8,1054315.2,0.0,0.0,0.0,949350.2,0.0,1870132409.8,1879841435.0,2890265413.8,2891394789.8,2891923177.8
8509153.47117514,1870781.94907618,12004422.4,8509351.4,5815656.8,5815897.8,2016418.2,2016430.6,1274.4,0.0,2690301.8,3799518.4,0.0,2866837521.4,1487642937.0,2889344884.6,1915150807.4,2891728644.4
10021105.84601802,1563785.3024362242,15000000.0,3946025.6,1607271.2,1607956.0,1607271.2,1607258.4,154057.0,684.8,1225592.8,0.0,12.8,1572204720.4,2891918830.8,2819959404.8,2146332611.2,2842048304.8
5257234.90692652,1148927.573655684,15000000.0,4005002.4,3194064.4,3194083.4,1234848.6,1231571.0,1254077.8,0.0,0.0,1959286.8,0.0,2873555152.8,1237681211.2,1990402055.6,2891530907.6,2891693159.8
9362035.33555536,1885648.30365422,15000000.0,1895886.6,1936978.2,1936978.2,1936978.2,1936978.2,112718.0,0.0,0.0,0.0,0.0,446176269.2,2892204632.6,2890544337.6,2891888325.2,2891965363.4
4177216.4539863802,874869.121418708,15000000.0,751859.2,868339.4,868343.0,868333.0,868341.4,0.0,0.0,0.0,0.0,0.0,346641566.4,2863445554.4,2889948939.2,2891430313.2,2892031930.4
10209549.5005696,2064021.70328512,15000000.0,7597496.2,3065344.6,3065383.0,2190931.6,2187655.0,2231248.4,0.0,2827956.6,874470.6,0.0,2891477282.6,2195620662.2,2158384574.8,1888474295.0,2891649150.0
4404961.40264116,1040056.1489843661,12001416.4,2020128.4,2710713.8,2710344.6,1120311.4,1123588.0,0.0,0.0,0.0,1590446.8,0.0,772247740.0,2090839276.4,2889863527.2,2890904372.2,2891802425.2
9058032.486941863,1706120.86691868,9405234.4,1829142.4,1700538.8,1700564.4,1700577.2,1700602.8,178571.2,0.0,0.0,0.0,0.0,886871737.0,2892182964.2,2856914115.0,2891141078.2,2891894843.0
7547388.30817128,1542680.51618808,15000000.0,7549207.2,1739526.8,1739519.8,1739526.8,1739526.8,0.0,0.0,5807931.6,0.0,0.0,2891440360.2,2892254789.6,2877602243.8,496513827.2,2892148146.8
8343789.7927265,1592051.28640126,12003060.6,8329187.2,5815815.0,8331673.2,1771979.0,1775255.0,0.0,2515996.0,0.0,4040614.6,0.0,2891155486.0,1804498648.2,2889299708.0,2890930888.0,1560968837.4
7948985.2394466,1653730.0754629201,9005167.4,7951453.8,1832714.8,2206725.8,1835991.4,1835991.4,0.0,370775.6,5744018.4,0.0,0.0,2857652461.6,2704385619.6,2889892057.8,607125067.0,2892163629.6
2304160.91359662,877627.587230182,3012536.2,841183.8,912511.2,912533.2,912539.2,912547.2,916375.0,0.0,0.0,0.0,0.0,1985819461.0,2891525777.6,1439978509.0,2631208879.0,2891754796.0
10208627.1057784,1163381.5826331459,12107493.0,1218583.4,1164520.2,1164520.2,1164520.2,1164526.6,8991398.2,0.0,0.0,0.0,0.0,2891471298.2,2881941558.0,333710745.6,1893133784.8,2861780101.6
10231199.6556696,1568909.61400982,6483137.8,10067988.8,9476556.4,9477311.6,1765896.2,1762536.4,38808.8,691.2,0.0,7710801.0,0.0,2891630293.2,349550798.6,2889500368.6,2891305949.0,2818449002.2
5100416.20187366,857961.404432844,15000000.0,5102883.2,920891.2,5113730.4,920892.2,920892.2,0.0,4192906.6,0.0,0.0,0.0,2891207807.2,2854176178.6,2889660712.0,2890913860.6,288211898.6
4368281.60403974,909692.811716582,15000000.0,4372290.6,3009999.2,4375035.2,1014807.8,1017682.6,0.0,1365029.8,0.0,1991937.0,0.0,2891183151.8,1873123807.6,2889084281.4,2890660753.0,1490293339.2
3607661.46546128,1083150.238384622,15000000.0,3609552.2,2059006.0,3610154.0,1140103.4,1136828.6,0.0,1551389.0,0.0,920311.8,0.0,2864284489.4,1563608033.0,2888450132.8,2889268253.0,1846792274.4
10109848.87225222,2079210.13364744,15000000.0,6879732.2,2183727.4,2180444.4,2183721.0,2183727.4,2497008.6,0.0,6303265.0,0.0,0.0,2825795916.6,2892455838.4,2336814378.6,1076842059.0,2892303468.4
3612791.84252186,1022871.594904406,12300618.2,3243918.8,1080139.0,1081235.2,1080138.0,1080142.8,371503.2,0.0,1611416.0,0.0,0.0,2124094352.6,2892170903.8,2401279612.6,874515793.2,2892333209.6
9577826.24575938,1893112.2044667401,15000000.0,8989322.2,2039659.4,2039659.4,2039659.4,2039659.4,75977.8,0.0,6952140.2,0.0,0.0,1293195268.2,2892517599.4,2891082853.4,482695859.8,2892525033.4
10274045.6594274,1524802.887526254,15000000.0,9669847.0,7796655.4,7796687.4,1758526.4,1755262.6,224432.4,0.0,0.0,6038218.6,0.0,2006192268.2,550640271.0,2717086109.4,2891526325.4,2891122276.2
9432754.135422599,991541.46647646,15000000.0,2001880.0,985388.8,985395.2,985395.2,985395.2,7419713.6,0.0,0.0,0.0,0.0,2867642707.2,2892403476.0,399123076.2,2742414089.6,2892362610.8
10247611.978485998,1255980.2230487198,15000000.0,10229012.2,1417535.6,10228666.8,1420652.6,1420575.8,27211.4,8811246.4,0.0,0.0,0.0,2891634181.0,2841054935.4,2891091513.8,2891723031.0,289327140.6
10284203.456988798,1280922.7013582801,15000000.0,3195526.6,1451547.8,1454824.4,1451547.8,1451541.4,165284.2,0.0,179696.4,0.0,6.4,1291654357.4,2892334632.6,2891029161.2,2409431340.2,2892293922.0
4619593.1163294,1081573.038476498,15000000.0,4621249.4,1152979.2,1152957.2,1152985.2,1152981.6,0.0,0.0,3468462.8,0.0,0.0,2891770480.2,2892127390.4,2890397958.6,529762028.0,2892136337.0
4072856.16268232,1167256.85172734,12001428.4,1812497.6,1183752.2,1822652.6,1183752.2,1183752.2,1556593.6,638912.8,0.0,0.0,0.0,2653645217.8,2892008026.2,1768089948.4,2891133471.2,2372272384.8
2774868.81343418,863713.234909316,12002555.6,1849940.8,2070428.6,2070648.0,918158.0,918158.0,0.0,0.0,0.0,1152548.8,0.0,1389395792.4,1530567248.4,2889689310.4,2876523504.8,2891549168.0
10289307.3524488,1535688.41806452,15000000.0,1351732.6,1543652.4,1543652.4,1543652.4,1543652.4,8945234.0,0.0,0.0,0.0,0.0,2891639409.6,2892271238.8,472297227.0,2892044618.6,2892324156.0
6883814.5279063005,1584932.12718626,12001868.2,3684447.8,3770776.8,3770772.0,1614829.6,1614813.4,3201056.6,0.0,1072253.2,2155959.2,0.0,2873583366.4,1920465451.6,1598730033.2,2765910740.0,2892144921.8
10182227.514094401,1317756.53626474,15000000.0,1469203.0,1328518.8,1328518.8,1328518.8,1328518.8,3422807.8,0.0,0.0,0.0,0.0,1325334196.8,2891809649.4,1942012261.8,2891746873.8,2860495741.8
8418355.197683219,1268734.15167209,15000000.0,4707307.2,1333536.4,1336774.6,1333478.8,1333453.2,3711583.0,0.0,1864258.2,0.0,0.0,2873544095.4,2854596025.0,1440390936.0,1770799617.6,2892363355.8
9808716.408942979,1436026.57829356,15000000.0,9105039.4,1646037.8,1646082.6,1646076.2,1646089.0,66474.2,0.0,7451549.2,0.0,0.0,2833840470.0,2892469310.0,2891264705.4,318997572.4,2892426341.6
5349214.9930709,981696.724847398,15000000.0,5350748.6,1113435.2,5326248.4,1116337.6,1116345.4,0.0,4212858.8,0.0,0.0,0.0,2891483457.4,2452821613.8,2890136633.4,2891534223.4,814033150.2
10250297.0249692,1884074.5033239,12005082.2,7025584.6,8684591.2,8684610.4,2144836.0,2148132.0,120340.2,0.0,0.0,6539896.0,0.0,1645231417.0,1328559341.8,2890995276.4,2891720650.2,2891909194.8
10243336.2991676,1034216.112197748,12315725.6,1318832.4,1058866.6,1058866.6,1058866.6,1058847.4,1118758.6,0.0,0.0,0.0,19.2,960184448.6,2892380938.2,2758107653.2,2892062308.6,2892300832.4
10247747.2243114,1359725.4759318281,12179308.8,3211395.8,3168924.0,3168928.4,1416127.4,1416123.6,7029561.4,0.0,0.0,1752800.0,0.0,2891676425.4,2369503522.8,901541257.0,2891975668.0,2892281017.0
10295991.145333199,1430786.699416148,15000000.0,1726128.2,1485700.4,1485746.4,1485720.8,1485734.4,3342404.8,0.0,0.0,0.0,0.0,1046409559.0,2892359993.4,1795971588.0,2878984564.0,2892321402.2
10280304.453821,1107604.0329229198,15000000.0,1148649.8,1103019.2,1103019.2,1103019.2,1103019.2,155428.6,0.0,0.0,0.0,0.0,262074007.0,2892363375.4,2875724049.2,2892003061.2,2862294416.6
2363699.5298120403,682616.743120728,15000000.0,2365231.0,702921.0,705152.4,702914.6,702927.4,0.0,0.0,1660239.2,0.0,0.0,2891560581.0,2891589065.6,2887900405.4,399521146.6,2823299743.0
4567047.750516461,1203949.290034876,15000000.0,1743937.4,1252525.2,1249248.6,1252525.2,1252525.2,2809162.0,0.0,1156167.4,0.0,0.0,2891459993.6,2891916443.8,905678435.4,2435679832.4,2892116215.2
9358177.24529048,1178258.42775434,6851991.0,9036254.6,1329357.6,1331296.6,1329357.6,1329357.6,23971.8,1932.8,7707762.0,0.0,0.0,2891463461.4,2892215415.2,2890230981.4,262686955.2,2840593187.2
3560272.77362682,664386.006216234,15000000.0,671031.2,664380.2,664360.2,664354.6,664354.6,2891416.2,0.0,0.0,0.0,0.0,2891293490.2,2857177889.4,263429263.8,2891926714.2,2892157576.4
2425824.24859508,837922.9044832259,12001512.4,959089.4,840743.6,1318710.4,844044.8,844053.4,0.0,478011.0,0.0,0.0,0.0,392993951.4,2890734963.8,2888560794.6,2873306542.6,2617476162.0
9257007.349928001,1751317.4213772,15000000.0,1898952.2,1785534.4,1785534.4,1785540.8,1785540.8,100329.8,0.0,0.0,0.0,0.0,467181948.4,2892132525.4,2890098068.0,2891542456.0,2891918398.2
8460876.852313519,1327646.0712023,15000000.0,8440522.0,1489525.0,4030059.4,1486245.2,1486245.2,0.0,2543817.4,4411009.0,0.0,0.0,2892907499.2,2892160863.8,2889376203.4,1716443279.0,1552287963.0
10150467.92591312,1883266.7928272802,12118606.0,2437264.0,1927479.2,1927479.2,1927479.2,1927479.2,7528464.8,0.0,1585103.6,0.0,0.0,2891334944.4,2891883046.4,862285328.0,2532433124.4,2891980430.0
9392241.968995899,1861862.23984918,15000000.0,9233728.8,9259771.6,9260003.6,2074917.8,2073974.4,20244.4,192.0,0.0,7182055.4,953.6,2854195439.4,494593539.2,2851492498.6,2855790673.6,2854835847.4
9759418.626384841,1614418.9713457602,9217751.8,9762792.8,4830850.2,9765135.6,1583701.2,1580318.8,889.6,4934324.2,0.0,3250576.8,0.0,2857615749.8,1431747284.0,2889723254.8,2891176784.2,1784061460.4
6792455.1375928195,1106834.9148266441,12001860.4,981230.4,1121558.0,1118231.4,1121442.8,1121417.2,5814509.6,0.0,527710.8,0.0,0.0,2893033574.0,2892277060.0,286240711.6,2891769556.4,2892799154.8
3571281.3952575997,952992.4665602662,15000000.0,993815.8,1009759.8,1009759.8,1009759.8,1009759.8,632216.0,0.0,0.0,0.0,0.0,1353011855.8,2891984019.4,2435669762.4,2891350838.8,2892105746.8
10042366.64779232,1835300.6001272402,12298739.2,1824476.4,1879010.2,1883247.4,1879266.2,1879291.8,5067325.4,3962.0,0.0,0.0,0.0,1613658676.0,2892056602.6,1360058538.2,2891023840.6,2863052040.6
10158995.54073948,1840795.9461165003,15000000.0,1804979.0,1882938.0,2363886.4,1886214.6,1886214.6,187059.4,481018.8,0.0,0.0,0.0,557907328.2,2891905847.4,2889302620.8,2873794667.8,2887117421.2
2084067.60088806,635340.3126683222,15000000.0,2084934.2,606590.2,1920977.6,603316.0,603316.0,0.0,1314403.0,0.0,0.0,0.0,2892324716.6,2891570705.0,2888554312.6,2876792580.2,266842752.0
3923147.1525504603,739565.8685741143,15000000.0,3925564.6,801913.0,801912.8,801913.0,801913.0,0.0,0.0,3133969.6,0.0,0.0,2891010578.2,2568630962.8,2228449611.0,676724649.4,2891396077.6
10258035.325704802,2042713.8334022202,9440402.6,10171847.4,10226131.4,10226454.2,2276663.0,2273363.2,54607.2,0.0,0.0,7949899.2,0.0,2891523322.2,481945065.0,2890686504.0,2891306511.0,2891626096.8
10234846.668595439,1663555.1112957003,15000000.0,9793809.2,1882850.2,5676393.0,1879567.2,1879567.2,78544.8,3796853.8,3938645.4,0.0,0.0,2867114527.8,2892237522.4,2890723666.2,1961619950.0,1372517867.8
10079204.27502612,1448043.6268776401,15000000.0,10006333.6,1537532.8,9994345.6,1537532.8,1537539.2,23447.2,8457120.0,0.0,0.0,0.0,2891247070.2,2857321225.0,2815238180.6,2891767751.2,261068392.4
