SKT0-Ch0Read,SKT0-Ch0Write,SKT0-Ch1Read,SKT0-Ch1Write,SKT0-Ch2Read,SKT0-Ch2Write,SKT0-Ch3Read,SKT0-Ch3Write,SKT0-Mem Read (MB/s),SKT0-Mem Write (MB/s),SKT0-P. Write (T/s),SKT0-Memory (MB/s),SKT1-Ch0Read,SKT1-Ch0Write,SKT1-Ch1Read,SKT1-Ch1Write,SKT1-Ch2Read,SKT1-Ch2Write,SKT1-Ch3Read,SKT1-Ch3Write,SKT1-Mem Read (MB/s),SKT1-Mem Write (MB/s),SKT1-P. Write (T/s),SKT1-Memory (MB/s),System-Read,System-Write,System-Memory
  105.23,  205.73,  374.28,  347.15,,,,,  479.51,  552.87,2132372363, 1032.39,  249.63,    6.78,  246.46,    3.35,,,,,  496.08,   10.12,2132333715,  506.20,    975.60,    562.99,   1538.59
  104.43,  204.06,  370.73,  343.99,,,,,  475.16,  548.05,2132394365, 1023.21,  248.82,    6.80,  246.28,    3.36,,,,,  495.11,   10.17,2132461245,  505.27,    970.27,    558.22,   1528.48
  104.18,  203.25,  369.75,  342.94,,,,,  473.93,  546.19,2134602519, 1020.12,  254.17,    7.84,  250.80,    4.44,,,,,  504.98,   12.27,2134587104,  517.25,    978.91,    558.46,   1537.37
  102.85,  202.64,  365.70,  341.12,,,,,  468.54,  543.76,2132469256, 1012.30,  255.42,    8.32,  251.61,    4.87,,,,,  507.04,   13.19,2132524909,  520.22,    975.58,    556.94,   1532.52
  103.69,  203.15,  368.90,  342.97,,,,,  472.58,  546.12,2134667243, 1018.71,  251.71,    6.99,  247.57,    3.54,,,,,  499.28,   10.53,2134601639,  509.81,    971.87,    556.65,   1528.52
  102.86,  201.69,  365.89,  340.21,,,,,  468.75,  541.90,2132384230, 1010.65,  246.28,    6.33,  243.18,    2.90,,,,,  489.46,    9.23,2132359621,  498.70,    958.21,    551.13,   1509.35
  114.51,  221.17,  403.58,  372.07,,,,,  518.09,  593.24,2134538415, 1111.32,  295.83,   25.94,  290.71,   22.31,,,,,  586.54,   48.24,2134538842,  634.78,   1104.62,    641.48,   1746.11
  112.36,  224.00,  397.18,  373.10,,,,,  509.54,  597.10,2132414676, 1106.64,  275.33,   13.38,  271.48,    9.96,,,,,  546.81,   23.34,2132389319,  570.15,   1056.36,    620.44,   1676.80
  104.90,  207.10,  372.07,  348.14,,,,,  476.97,  555.24,2132321518, 1032.21,  266.76,    9.34,  262.68,    5.88,,,,,  529.44,   15.22,2132345957,  544.66,   1006.40,    570.46,   1576.87
   98.52,  169.51,  356.40,  305.08,,,,,  454.92,  474.59,2134585201,  929.51,  209.29,    7.16,  205.99,    3.72,,,,,  415.28,   10.88,2134599420,  426.16,    870.19,    485.48,   1355.67
   95.03,  113.69,  353.64,  247.68,,,,,  448.67,  361.37,2132387684,  810.04,  122.92,    6.16,  119.07,    2.76,,,,,  241.99,    8.92,2132387826,  250.91,    690.65,    370.29,   1060.95
   91.04,  113.13,  338.70,  242.27,,,,,  429.75,  355.40,2134457485,  785.15,  120.90,    5.76,  117.30,    2.36,,,,,  238.19,    8.12,2134466618,  246.31,    667.94,    363.52,   1031.46
  114.54,  135.23,  425.13,  293.83,,,,,  539.67,  429.06,2132315334,  968.72,  136.63,   10.47,  132.60,    7.02,,,,,  269.24,   17.50,2132314636,  286.74,    808.90,    446.56,   1255.46
   90.90,  115.00,  337.69,  243.99,,,,,  428.59,  358.98,2134435364,  787.58,  125.10,    7.13,  120.82,    3.71,,,,,  245.92,   10.84,2134414816,  256.75,    674.51,    369.82,   1044.33
   98.32,  119.34,  363.34,  257.13,,,,,  461.66,  376.47,2132367649,  838.13,  134.12,   10.30,  130.53,    6.89,,,,,  264.65,   17.18,2132351896,  281.83,    726.31,    393.66,   1119.97

   97.03,  117.71,  354.24,  252.82,,,,,  451.27,  370.53,2134697651,  821.80,  137.65,   11.31,  134.18,    7.93,,,,,  271.83,   19.25,2135536076,  291.07,    723.10,    389.78,   1112.88
  104.96,  128.04,  382.07,  271.70,,,,,  487.03,  399.74,2135021601,  886.77,  164.31,   25.31,  159.62,   21.74,,,,,  323.93,   47.05,2134507478,  370.98,    810.96,    446.79,   1257.75
   99.53,  122.47,  368.13,  261.72,,,,,  467.65,  384.20,2130357815,  851.85,  138.13,    9.97,  134.72,    6.55,,,,,  272.85,   16.52,2130591036,  289.38,    740.51,    400.72,   1141.23
   93.02,  117.44,  343.54,  248.66,,,,,  436.56,  366.10,2134004431,  802.66,  132.79,    9.30,  129.56,    5.89,,,,,  262.36,   15.19,2133479704,  277.55,    698.92,    381.29,   1080.21
  106.38,  130.90,  392.65,  278.54,,,,,  499.03,  409.44,2134122191,  908.47,  146.98,   15.41,  143.94,   11.93,,,,,  290.92,   27.34,2134421001,  318.26,    789.95,    436.78,   1226.72
   99.43,  122.35,  368.72,  262.20,,,,,  468.15,  384.55,2133351978,  852.71,  135.79,    9.47,  132.46,    6.06,,,,,  268.25,   15.54,2133084603,  283.79,    736.41,    400.09,   1136.50
   90.90,  116.66,  337.61,  245.77,,,,,  428.51,  362.42,2131986066,  790.93,  123.83,    5.77,  120.10,    2.36,,,,,  243.93,    8.13,2132190376,  252.06,    672.44,    370.55,   1042.99
   99.54,  121.91,  367.04,  261.17,,,,,  466.58,  383.09,2133144962,  849.67,  129.85,    8.61,  126.18,    5.19,,,,,  256.04,   13.80,2133090662,  269.84,    722.62,    396.89,   1119.51
   89.86,  115.35,  333.51,  243.11,,,,,  423.37,  358.47,2135243883,  781.84,  124.96,    6.19,  121.71,    2.77,,,,,  246.67,    8.96,2135387900,  255.63,    670.04,    367.42,   1037.46
   94.13,  116.57,  345.84,  248.97,,,,,  439.97,  365.53,2131378083,  805.50,  135.74,   10.47,  132.41,    7.02,,,,,  268.15,   17.49,2131244807,  285.64,    708.12,    383.02,   1091.14
   90.35,  115.12,  335.21,  243.56,,,,,  425.56,  358.68,2135240885,  784.24,  126.53,    6.66,  123.60,    3.23,,,,,  250.14,    9.89,2135364308,  260.03,    675.70,    368.56,   1044.27
   97.08,  122.11,  356.21,  257.39,,,,,  453.29,  379.50,2133640421,  832.79,  147.98,   19.10,  144.84,   15.87,,,,,  292.82,   34.97,2133541594,  327.79,    746.11,    414.46,   1160.58
   94.99,  119.07,  350.12,  252.34,,,,,  445.11,  371.41,2131940443,  816.52,  140.79,   13.34,  136.56,    9.87,,,,,  277.35,   23.21,2131961412,  300.56,    722.46,    394.62,   1117.08
   91.97,  117.15,  341.50,  247.99,,,,,  433.47,  365.14,2134143113,  798.61,  127.53,    6.62,  123.86,    3.19,,,,,  251.39,    9.81,2134196063,  261.20,    684.86,    374.95,   1059.81
   93.35,  138.41,  343.56,  270.02,,,,,  436.91,  408.43,2132799276,  845.34,  154.93,    7.03,  151.51,    3.62,,,,,  306.44,   10.66,2132833118,  317.10,    743.35,    419.09,   1162.44
  108.60,  212.78,  386.65,  359.74,,,,,  495.26,  572.51,2132724297, 1067.77,  258.19,   11.14,  255.37,    7.68,,,,,  513.56,   18.81,2133032823,  532.37,   1008.81,    591.33,   1600.14
  105.66,  207.90,  376.70,  351.29,,,,,  482.36,  559.18,2133506248, 1041.54,  251.01,    7.42,  248.84,    4.01,,,,,  499.85,   11.43,2136033727,  511.29,    982.22,    570.61,   1552.83
  104.37,  205.65,  372.81,  347.89,,,,,  477.18,  553.54,2133924666, 1030.72,  244.13,    7.23,  242.32,    3.78,,,,,  486.44,   11.01,2130841031,  497.45,    963.62,    564.55,   1528.17
  104.15,  203.63,  371.82,  345.55,,,,,  475.97,  549.18,2131675165, 1025.14,  247.32,    7.13,  246.21,    3.71,,,,,  493.53,   10.84,2131648626,  504.37,    969.50,    560.02,   1529.51
  104.90,  204.65,  373.82,  346.65,,,,,  478.71,  551.30,2134653449, 1030.01,  244.70,    6.52,  243.61,    3.13,,,,,  488.31,    9.64,2134707350,  497.95,    967.02,    560.94,   1527.96
  103.38,  201.36,  368.80,  341.72,,,,,  472.18,  543.08,2132452107, 1015.26,  246.98,    8.17,  244.07,    4.74,,,,,  491.05,   12.91,2132821353,  503.95,    963.23,    555.99,   1519.21
  104.07,  201.88,  371.21,  342.63,,,,,  475.28,  544.50,2134828977, 1019.79,  247.14,    7.15,  244.99,    3.74,,,,,  492.13,   10.90,2134476117,  503.02,    967.41,    555.40,   1522.81
  116.86,  224.29,  409.13,  377.51,,,,,  525.99,  601.79,2132328720, 1127.79,  290.77,   24.35,  287.99,   20.91,,,,,  578.76,   45.27,2132311738,  624.03,   1104.75,    647.06,   1751.81
  103.32,  202.57,  367.97,  342.59,,,,,  471.29,  545.16,2132435684, 1016.45,  255.61,    7.83,  252.98,    4.41,,,,,  508.59,   12.24,2132420984,  520.83,    979.88,    557.40,   1537.28
  102.03,  200.10,  364.06,  338.63,,,,,  466.09,  538.74,2134461413, 1004.83,  247.39,    6.60,  243.92,    3.17,,,,,  491.31,    9.77,2134497797,  501.08,    957.40,    548.50,   1505.91
  102.53,  199.98,  364.24,  338.30,,,,,  466.77,  538.29,2133034628, 1005.06,  248.88,    7.88,  245.45,    4.50,,,,,  494.33,   12.37,2133026026,  506.71,    961.11,    550.66,   1511.76
  101.18,  198.81,  361.40,  336.54,,,,,  462.58,  535.34,2133290980,  997.93,  248.45,    7.61,  246.20,    4.18,,,,,  494.65,   11.79,2133209338,  506.44,    957.23,    547.13,   1504.37
  104.27,  202.13,  370.89,  342.99,,,,,  475.17,  545.13,2134501899, 1020.29,  250.45,    8.95,  247.61,    5.50,,,,,  498.06,   14.45,2134570443,  512.51,    973.22,    559.58,   1532.80
  103.97,  202.12,  370.15,  342.78,,,,,  474.13,  544.90,2132366319, 1019.03,  256.36,    8.44,  251.44,    5.02,,,,,  507.80,   13.45,2132400832,  521.25,    981.93,    558.35,   1540.28
  103.37,  202.04,  368.03,  341.53,,,,,  471.40,  543.57,2132621349, 1014.97,  251.39,    7.02,  247.35,    3.60,,,,,  498.74,   10.62,2132586174,  509.36,    970.14,    554.19,   1524.33
  100.17,  195.64,  356.46,  330.91,,,,,  456.63,  526.55,2134382151,  983.18,  241.77,    5.67,  238.66,    2.25,,,,,  480.43,    7.92,2134377630,  488.34,    937.06,    534.46,   1471.52
  101.26,  197.06,  360.41,  333.95,,,,,  461.66,  531.01,2132219255,  992.68,  244.34,    6.59,  239.80,    3.15,,,,,  484.15,    9.74,2132195761,  493.89,    945.81,    540.75,   1486.56
  110.20,  211.23,  386.66,  356.38,,,,,  496.86,  567.61,2134504271, 1064.46,  283.54,   24.31,  280.08,   20.89,,,,,  563.62,   45.20,2134560631,  608.82,   1060.47,    612.81,   1673.28
  101.54,  198.23,  361.10,  335.06,,,,,  462.64,  533.29,2132690842,  995.93,  255.98,    7.93,  254.01,    4.51,,,,,  509.98,   12.44,2132608837,  522.43,    972.63,    545.73,   1518.36
   92.24,  166.39,  331.59,  292.43,,,,,  423.83,  458.82,2134375869,  882.65,  206.57,    6.63,  203.68,    3.21,,,,,  410.26,    9.84,2134550334,  420.09,    834.09,    468.66,   1302.74
   69.09,   76.21,  261.02,  176.74,,,,,  330.11,  252.95,2132354566,  583.06,   81.06,    5.42,   77.80,    2.00,,,,,  158.86,    7.42,2132186829,  166.28,    488.97,    260.37,    749.35
   66.90,   75.80,  252.77,  173.66,,,,,  319.67,  249.46,2134491818,  569.14,   80.16,    5.27,   76.92,    1.88,,,,,  157.08,    7.15,2134488262,  164.23,    476.75,    256.62,    733.37
   68.74,   77.62,  259.16,  177.88,,,,,  327.90,  255.49,2132331017,  583.39,   82.38,    5.75,   78.88,    2.35,,,,,  161.25,    8.10,2132450685,  169.35,    489.16,    263.59,    752.75
   67.01,   76.73,  252.65,  174.85,,,,,  319.65,  251.59,2134418416,  571.24,   82.11,    5.78,   78.37,    2.36,,,,,  160.48,    8.14,2134280638,  168.61,    480.13,    259.72,    739.85
   68.64,   77.92,  258.87,  178.34,,,,,  327.52,  256.26,2132293871,  583.78,   81.19,    5.24,   77.65,    1.85,,,,,  158.85,    7.09,2132288541,  165.93,    486.36,    263.34,    749.71
   67.00,   77.12,  252.86,  175.38,,,,,  319.86,  252.50,2134803786,  572.36,   80.14,    5.12,   76.64,    1.73,,,,,  156.78,    6.85,2134860011,  163.63,    476.64,    259.35,    735.99
   68.15,   78.29,  257.30,  178.13,,,,,  325.45,  256.42,2131096959,  581.87,   80.59,    5.26,   76.89,    1.84,,,,,  157.48,    7.10,2131130952,  164.58,    482.93,    263.52,    746.45
   82.88,   88.37,  304.55,  204.16,,,,,  387.43,  292.54,2134513825,  679.96,  116.40,   25.74,  110.29,   22.02,,,,,  226.69,   47.76,2134462918,  274.46,    614.12,    340.30,    954.42
   69.93,   80.33,  263.68,  182.74,,,,,  333.61,  263.06,2132309971,  596.68,   91.73,    7.68,   88.30,    4.28,,,,,  180.02,   11.96,2132313719,  191.99,    513.64,    275.03,    788.66
   67.65,   78.80,  254.67,  177.87,,,,,  322.32,  256.67,2134417614,  578.99,   84.59,    5.75,   81.20,    2.34,,,,,  165.79,    8.09,2134430985,  173.88,    488.11,    264.76,    752.87
   69.05,   80.05,  259.91,  180.87,,,,,  328.96,  260.92,2132627244,  589.88,   83.38,    5.10,   79.30,    1.70,,,,,  162.68,    6.80,2132577222,  169.48,    491.64,    267.72,    759.36
   67.46,   78.64,  253.15,  177.17,,,,,  320.60,  255.81,2134264716,  576.41,   80.97,    5.06,   77.20,    1.65,,,,,  158.17,    6.71,2134288173,  164.88,    478.77,    262.52,    741.29
   69.05,   79.90,  259.58,  180.59,,,,,  328.63,  260.50,2132194214,  589.13,   81.12,    5.16,   77.38,    1.75,,,,,  158.50,    6.91,2132158269,  165.41,    487.13,    267.41,    754.54
   67.50,   78.88,  253.49,  177.41,,,,,  321.00,  256.29,2134298948,  577.28,   81.74,    5.88,   78.40,    2.48,,,,,  160.13,    8.36,2134314679,  168.49,    481.13,    264.65,    745.78
   68.41,   79.77,  257.45,  179.86,,,,,  325.86,  259.63,2132211747,  585.49,   81.62,    5.54,   78.24,    2.12,,,,,  159.86,    7.67,2132377770,  167.53,    485.72,    267.30,    753.02
   67.03,   78.66,  252.39,  176.88,,,,,  319.42,  255.54,2134470766,  574.96,   79.49,    4.98,   76.24,    1.57,,,,,  155.72,    6.55,2134301341,  162.27,    475.14,    262.09,    737.23
   69.02,   80.19,  260.20,  181.32,,,,,  329.21,  261.51,2132564279,  590.72,   81.11,    5.26,   77.90,    1.84,,,,,  159.01,    7.10,2132557105,  166.11,    488.22,    268.61,    756.84
   75.16,   85.75,  276.81,  192.26,,,,,  351.97,  278.01,2134498656,  629.97,  108.61,   20.46,  103.79,   16.68,,,,,  212.40,   37.15,2145862276,  249.54,    564.37,    315.15,    879.52
   76.19,   85.66,  285.41,  195.54,,,,,  361.60,  281.20,2133071141,  642.80,   96.81,   12.16,   93.13,    8.75,,,,,  189.94,   20.91,2121730196,  210.85,    551.55,    302.10,    853.65
   63.70,   74.36,  239.55,  167.69,,,,,  303.25,  242.06,2133471037,  545.31,   82.18,    7.08,   78.45,    3.67,,,,,  160.62,   10.75,2133460569,  171.37,    463.87,    252.81,    716.68
   53.34,   58.20,  201.18,  136.40,,,,,  254.52,  194.60,2132177625,  449.12,   61.98,    5.70,   58.26,    2.29,,,,,  120.24,    7.99,2132193008,  128.23,    374.76,    202.59,    577.34
   51.11,   56.66,  191.70,  131.32,,,,,  242.80,  187.98,2134261692,  430.78,   58.36,    4.88,   54.74,    1.48,,,,,  113.10,    6.36,2134260829,  119.46,    355.90,    194.34,    550.24
   52.42,   57.77,  197.02,  134.36,,,,,  249.44,  192.14,2132222338,  441.57,   58.98,    5.05,   55.41,    1.66,,,,,  114.39,    6.71,2132211204,  121.11,    363.83,    198.85,    562.68
   51.40,   56.82,  192.66,  131.87,,,,,  244.05,  188.69,2135123691,  432.74,   58.73,    5.25,   55.06,    1.85,,,,,  113.79,    7.11,2135254959,  120.90,    357.85,    195.79,    553.64
   52.90,   57.93,  198.61,  135.17,,,,,  251.51,  193.10,2131421974,  444.61,   60.88,    5.86,   57.12,    2.45,,,,,  118.00,    8.31,2131480629,  126.31,    369.52,    201.41,    570.93
   51.43,   56.75,  192.96,  131.79,,,,,  244.39,  188.55,2133404281,  432.94,   58.62,    5.20,   55.02,    1.81,,,,,  113.64,    7.01,2133327626,  120.64,    358.03,    195.55,    553.58
   52.10,   57.36,  195.51,  133.48,,,,,  247.61,  190.84,2134404019,  438.45,   59.45,    5.83,   55.89,    2.39,,,,,  115.34,    8.22,2134272482,  123.56,    362.96,    199.06,    562.01
   50.80,   56.59,  190.82,  131.07,,,,,  241.62,  187.65,2132191182,  429.28,   57.08,    5.08,   53.67,    1.68,,,,,  110.75,    6.76,2132183106,  117.51,    352.37,    194.41,    546.78
   85.23,   84.45,  309.79,  199.69,,,,,  395.02,  284.15,2134215293,  679.17,   82.06,   16.14,   77.70,   12.73,,,,,  159.76,   28.86,2134254215,  188.62,    554.78,    313.01,    867.79
   52.23,   58.94,  196.23,  135.58,,,,,  248.47,  194.51,2133008244,  442.98,   63.76,    6.26,   60.14,    2.86,,,,,  123.90,    9.12,2133002739,  133.02,    372.37,    203.63,    576.00
   53.26,   59.34,  201.01,  137.77,,,,,  254.27,  197.11,2134326373,  451.38,   62.65,    5.92,   58.96,    2.53,,,,,  121.61,    8.45,2134311302,  130.06,    375.88,    205.56,    581.43
   51.31,   57.74,  192.68,  132.97,,,,,  243.99,  190.70,2132102340,  434.70,   59.68,    5.32,   56.08,    1.90,,,,,  115.75,    7.22,2132095790,  122.97,    359.75,    197.93,    557.67
   52.95,   58.91,  198.32,  136.23,,,,,  251.27,  195.14,2134260592,  446.41,   59.05,    5.00,   55.63,    1.60,,,,,  114.68,    6.59,2134260127,  121.27,    365.95,    201.73,    567.68
   51.06,   57.67,  190.94,  132.29,,,,,  242.00,  189.96,2132108463,  431.96,   58.04,    5.14,   54.50,    1.74,,,,,  112.54,    6.89,2132097739,  119.42,    354.54,    196.84,    551.38
   53.37,   59.02,  201.15,  137.42,,,,,  254.52,  196.44,2134227133,  450.96,   58.54,    5.05,   55.02,    1.66,,,,,  113.56,    6.70,2134234750,  120.26,    368.08,    203.14,    571.22
