skt-0_PCIRdCur-total,skt-0_RFO-total,skt-0_CRd-total,skt-0_DRd-total,skt-0_ItoM-total,skt-0_PRd-total,skt-0_WiL-total,skt-1_PCIRdCur-total,skt-1_RFO-total,skt-1_CRd-total,skt-1_DRd-total,skt-1_ItoM-total,skt-1_PRd-total,skt-1_WiL-total
1057294,2655646,2482438,97388144,4928630,0,33782,6523538,77224,5441548,8091734,0,17276,100716
3857616,2548700,1899030,77873250,4930954,0,478898,6507858,77938,4851784,8656060,0,17094,101276
5727750,2069634,2048662,2714936,4919726,0,6552,6529684,76972,4834312,8060024,0,17150,100786
2607528,1514716,2645944,72888578,2295300,140,13174,6487978,76398,10381882,7717234,0,17094,101038
7501522,2123730,1782494,97461812,3031266,140,184072,6523818,78232,4863194,7706692,0,17108,100674
14,2525880,1903748,45835916,4921938,140,599312,6512758,76692,4848298,7950180,0,17066,100842
749924,1954386,1732332,15303330,2461018,140,124264,6502258,77308,4762436,6408220,0,8596,50904
2688952,85610,1657502,28715106,2460080,140,16716,3225838,39452,4861038,5654656,0,8554,50162
3913840,1067430,1733942,57896174,2453164,112,281820,3221414,39718,4667922,6273400,0,8638,50918
3802274,1330322,17593884,44083900,2461704,140,16814,3223878,39956,4926194,9055732,0,8526,50400
3881318,1087758,1928094,56094360,2452534,140,11270,3218936,39634,5137384,5950980,0,8638,50400
3885966,1251474,2380056,3992464,2459198,308,16800,3224508,39130,5464200,5879776,0,8526,50708
226408,1406244,3421838,10044930,2462320,168,91406,3222660,39116,6309100,5944834,0,8554,50442
2791082,692230,9084670,29544592,2461130,0,208180,3224858,39130,7964068,9809506,0,8568,50652
1045254,1069950,3153360,57039164,1804922,0,16604,3222856,39914,6749218,6152216,0,8540,50050
1479240,1083544,3117702,56920920,2455152,0,49392,3221554,39172,6643224,6143480,0,8484,50946
529242,1306256,2991422,9373168,2459968,0,20538,3221862,39326,6914488,6290298,0,8582,50372
533148,1413720,3226916,27167028,2453850,0,16380,3220644,39998,6491520,5976180,0,8526,50470
537278,1138550,3158036,24670968,2460906,0,14434,3223612,39004,6541682,5936210,14,8974,50638
535444,192206,3056592,43541036,2452268,0,16646,3223486,39648,6296612,6552084,0,8946,50218
938952,902118,2734676,55382180,2451974,0,16870,3229534,39200,6418216,6444732,0,8946,50946
2356074,939484,2768542,51277772,2463006,0,102550,3219678,39774,6216112,5878166,0,8526,50610
3360392,1073688,2192680,13665694,2458470,0,18242,3222926,39508,5570264,5689292,0,8568,50848
498792,1373708,1781766,19852854,2463944,0,61320,3228092,39550,4807096,5962838,0,8876,50232
528990,1231398,1348312,43169420,689332,0,358358,3224774,39018,4555110,6206928,0,8526,50778
533414,1145508,1614634,37268266,2452898,0,357714,3224018,38612,4625096,6185536,0,8568,50484
1796382,1137374,1238832,45571400,2968574,364,347690,3225418,40068,4620630,6725810,0,10248,60858
4169536,961030,1571906,36088346,2971836,140,4382,3897600,47250,4494504,7137746,0,10234,61124
4735892,1280524,1240078,20792100,2978388,518,23940,3898118,47096,4648784,6991852,0,10402,60900
3240804,1297814,1668898,52937696,2970688,140,35840,3895710,47474,5564846,6996962,0,10276,61110
4627896,1620346,3721746,63910644,2845150,112,354214,3913546,47096,7788648,7173978,0,10472,60900
632310,1582840,3037482,58480828,2976330,168,116830,3898888,46858,17794238,7190596,0,10262,60844
4826430,1341606,1627388,5546660,2973530,196,178836,3900036,47390,4692310,7217070,0,10290,61446
869890,1440166,1612324,29796298,2975168,140,19936,3902262,47166,4809532,7717388,0,10346,60704
3632174,1561210,1400896,29408050,2979452,588,260134,3899294,47628,4735976,7514738,0,10192,61166
645946,1300964,1737456,25050970,2977632,168,20258,3896536,47418,4784640,8120896,0,10374,60886
676354,1414714,1789326,36516172,2978472,168,107478,3897726,46550,4788840,8540868,0,10346,61264
3262280,1277164,1888068,62800332,2979788,140,58646,3899518,47516,4821110,8706418,0,10276,61600
1678936,1581636,1558046,52402840,2977016,280,20258,3896466,46746,4847192,9320654,0,10262,61166
642992,1302112,1463084,38930122,2979592,168,63126,3898650,47348,4848130,8025584,0,10374,61404
650552,1313788,1850646,10033002,2979494,1204,20090,3898860,47278,4737572,8574664,0,10220,60508
649782,1333346,1872640,54205466,2977100,0,415898,3899896,47754,4739532,8354962,0,10360,60508
2348990,1273314,1325198,53987864,2972872,0,153678,3899392,46648,4745454,8477084,0,10290,61194
3001446,1335712,1567440,17782688,2983386,0,57792,3898076,47082,4539262,7751940,0,10332,60942
4726694,1312528,1858570,26464858,2979242,0,20244,3902024,46984,4752384,7796054,0,10346,61096
645778,1692628,1735762,29348060,2976246,0,104328,3897474,46592,4704224,7902888,0,10318,60956
1288070,1471708,1811586,30448012,2506602,0,92526,3896760,47222,4656204,7622048,0,8764,51940
549892,1102276,1793904,11826878,2507456,14,17094,3283560,40614,4582746,6895308,0,8680,51618
3784648,1093246,1771350,58347632,2500596,14,45766,3280886,41188,4558470,6545546,0,8708,51548
1692432,1180200,1731856,53848494,2503144,0,16968,3282706,39536,4617410,6746544,0,8736,50890
542990,1415162,1886248,42238658,2508282,14,17192,3280900,40222,4717202,6577060,0,8736,51632
3980368,1109248,11130000,61759348,2507596,0,19866,3280088,40460,6069924,4992736,0,8736,50806
541408,1324288,1523256,58292276,2503928,0,113708,3283238,39928,4623710,6447014,0,8624,51072
776244,1438682,1548134,59369730,2504558,196,361592,3282076,40292,4915750,6624030,0,8722,51044
542570,1436834,7129864,29933554,2509318,252,320992,3282174,39060,18407620,6294778,0,8778,50974
660296,1345792,2658642,23815610,2503536,196,17052,3278296,39564,6105498,6426280,0,8666,51268
3986724,427588,2964570,25389490,2505076,252,66136,3282874,39256,6073158,6734910,0,8652,51464
1670284,1370222,2364558,56630070,2506518,154,17234,3285002,40264,6009178,5998930,0,8638,51632
2521694,1390564,2767408,44108806,2496816,210,194964,3284092,39172,6200670,5920292,0,8722,51212
542164,1073800,2740570,8568826,2499322,140,16996,3281082,39536,5875898,5920516,0,8638,50988
542206,1101478,2595362,53575648,1416366,140,122850,3282454,40096,6024900,6020728,0,8722,51772
1992522,1069586,2719038,48613852,2510718,224,166222,3282272,39536,6094144,5756702,0,8624,51702
2368870,1307012,2696722,13831986,2504166,140,366352,3280326,40600,6083322,5743542,0,8610,51254
544334,1076110,2694552,25988382,2509122,140,9786,3282958,39718,6032040,5764178,0,8624,51282
4004434,1144304,2771454,28367206,2510424,0,116872,3285030,39172,5961970,9786084,0,8652,51716
2640246,1261484,3026884,45413606,2502052,0,362418,3280928,39844,6116418,5987800,0,8778,51128
364252,4374874,2953832,32650772,10949750,0,75250,3281320,152516,6082636,12542572,0,37884,226576
16491076,1414560,3597720,82465138,10568614,0,363930,14745976,170562,6524322,12695550,0,38066,225456
10226524,4413990,3608766,110645346,10979556,0,74844,14726516,168784,6163668,12681466,0,38206,225288
5255964,4796134,2927274,147552608,11046700,0,151018,14634046,168350,6204968,12609450,0,38220,226520
2039982,4157496,3599358,13827898,11084262,0,109284,14622706,169876,6291656,12634762,0,38178,225904
2010554,4291938,3017266,101005982,11101174,0,442036,14623070,170296,5923204,12743570,0,38458,225176
15003464,4453064,2801218,135996014,11078956,0,163898,14605122,168826,5871180,12788160,0,38402,222236
16348626,4848368,2578464,69110832,11072068,0,327152,14594762,169876,5668432,12853904,0,38696,220710
16378530,4852960,2843638,68454652,10940146,0,740362,14595588,169554,5543524,13082440,0,38458,219128
1995420,4824582,2951102,120085140,11020898,140,830536,14611394,169778,5634118,12682950,0,37786,219716
16152388,4365564,2777698,149338126,11032462,140,822136,14609392,169652,5481756,12529300,0,37968,220696
16378880,4334834,2849266,151146422,11048688,140,589848,14604940,169134,5599342,12740966,0,37940,221970
16318386,4867394,2277016,149600164,10995670,140,73990,14592172,169316,5412918,12343310,0,37716,221592
16348556,4882192,2736734,108747898,10919692,140,73388,14610498,170520,5465726,12251946,0,37646,219730
3367448,4926908,2991408,93009434,10937906,140,831180,14605878,171514,5657078,12455450,0,37646,219884
2006900,4483346,1846306,151516260,10930738,112,831348,14583562,170758,4579330,12758410,0,37506,221578
10648456,4164314,1721916,148141854,10950506,140,823830,14725690,169092,4621288,12354020,0,37856,220528
16490320,4157440,1549940,148494738,10965878,140,816116,14740236,169708,4535328,12171488,0,37758,221242
16487800,4776422,1604722,126292460,10948602,140,74788,14733180,167678,4722116,12464270,0,37800,224000
16239538,4733288,1859788,68778612,10993178,140,804986,14748146,167328,4608184,12553198,0,37660,225106
5918192,2521008,1800414,41037178,4651976,140,581574,11314772,73150,4557196,7708946,0,16072,95074
2661470,2538634,1919848,93865086,4646390,0,587678,6160980,73416,4633748,7866726,0,16184,94780
7331016,1976800,1896020,94397534,4640468,0,568372,6166062,73500,4840542,7812014,0,16170,95494
7333984,2465064,1879514,94101112,4646082,0,37996,6163150,73066,4738496,7714868,0,16156,95172
7325864,2485098,1527848,94024308,4643590,0,31878,6167224,72926,4637598,7574322,0,16072,95886
6584172,2517830,1895096,40977160,4658178,0,338618,6192970,73570,4692366,7823816,0,16072,96110
3819760,2283134,8059744,56492464,4780510,0,31934,6163290,72660,7340788,5706708,0,16226,96250
5598810,2145346,1950606,59478832,4655336,0,31948,6158278,72632,4611390,7823914,0,16128,95032
7462210,1985662,1717366,74624144,4662140,0,32032,6164368,74214,4524814,7503552,0,16086,95970
1425998,1943032,2068556,84265552,4650800,0,201656,6170738,72506,4691932,7555618,0,16100,95032
1001686,2181130,1842372,77809998,4649260,140,156926,6156122,73864,4610998,7505806,0,16212,95382
3464650,2023028,1842344,80235512,4654384,140,31542,6150872,73850,4570300,7556626,0,15848,94794
996814,2002392,1435448,94375190,4664912,140,372316,6157788,73360,4449046,7433776,0,15890,95116
2255148,2322012,1886668,94695496,4653950,140,579964,6161358,72786,4723236,7527590,0,16100,94934
854434,2161726,1701266,76067684,4640846,140,574084,6142878,73962,4523806,7447790,0,15904,94920
3152856,1977864,1730568,7698502,4652102,140,389900,6164186,74368,4538646,7451444,0,16226,95494
7280504,248318,1756384,4966640,4655784,140,63378,6144530,73038,4535118,7439236,0,16072,94878
7306362,1125768,1710366,41967366,4660628,154,31738,6150858,73458,4508798,7620970,0,16156,95242
7326438,2497320,1816164,91633192,4663512,224,131152,6165446,73794,4521706,7735602,0,16058,94010
7044492,2540552,6131762,87991666,4644640,140,458654,6165866,74158,13437564,8149554,0,16058,95676
1466920,3371550,1848686,107027200,6715828,588,704676,8961680,105504,4676224,9571940,0,23268,138418
1380302,3344642,1970850,91543032,6730066,168,702772,8908592,106344,4730418,9609950,0,23212,138852
1375458,2655870,1842666,77707042,6759032,112,520184,8915298,105812,4622170,9727256,0,23408,138670
5498276,2791950,1721902,75154982,6798736,0,46060,8905820,105952,4479790,9378278,0,23464,139160
10306450,2747360,1854146,85618036,6774404,0,56084,8900486,105882,4657562,10128930,0,23380,137690
10294676,2751126,1674624,109524954,6769350,0,157766,8906324,105294,4444832,9780666,0,23408,138824
2109072,3287802,1841714,102043130,6738200,0,485128,8925042,104244,4570258,9074296,0,23478,140042
5484080,2263576,3441382,61396230,6828080,0,46088,8759310,105784,8604302,26880728,0,23352,139160
1353800,2746492,1709624,115260194,6782706,0,292824,8811586,105182,4789932,9413474,0,23324,138068
5065312,2993340,1480584,89375188,6778352,0,674506,8834840,105266,4864510,20614496,0,23464,136878
642824,3309404,1593900,100467878,6772780,0,382032,8819510,104986,4739742,9308558,0,23450,138502
1377754,1226540,1475026,1830598,6800962,0,45696,8872122,105504,4586106,9092790,0,23324,137452
3745336,2746618,1514534,89749562,2193156,14,706580,8871590,105112,4782624,9061346,0,23366,137718
3473834,2588096,1536850,80626406,4665332,224,507178,8844346,105336,4804632,9091796,0,23422,137522
3890138,2650970,1795766,22804166,6761650,140,144396,8885660,105084,4778312,9186940,0,23254,137690
10346322,1223628,1807456,51107350,6213200,140,19292,8893556,105434,4792900,9285346,0,23156,138082
10312680,3147382,1224664,113071420,1506764,140,22848,8876336,104762,4814670,9103010,0,23310,137298
9996672,3395532,1763818,117339376,6750506,168,87976,8919176,106036,4771970,9441656,0,23310,138194
161588,3355548,1580250,100007530,6694702,140,304486,8916110,107212,4766874,9410268,0,23352,138586
98,1655388,1641892,81463816,6853014,112,57512,8905792,106092,4546528,9183580,0,23184,125132
3116064,1427398,1750644,71988448,6141506,140,41846,8092294,96208,4810218,9006480,0,21196,125146
1304296,2566228,1265656,78650824,6151586,140,290122,8149708,96082,4672976,8837220,0,21238,125258
6535592,2580536,1709092,46896766,6187244,140,204722,8155616,96348,4826430,9541014,0,21644,127148
1296890,2714264,1772736,51163826,6128444,1134,27692,8151976,96978,4800418,9758910,0,21686,127008
9107112,2518530,1381366,94598238,5298062,140,17892,8159410,96544,4767210,8981238,0,21518,127330
9543212,2629298,1589966,60327260,6151334,0,676536,8121988,96684,4646754,9048648,0,21308,127260
2829792,3089380,1575448,40881848,6140946,0,666680,8157240,96656,5002424,9315446,0,21266,125580
1302588,2954000,1917524,73089310,6099870,14,427588,8147524,96390,4747106,9631188,0,22106,125062
2433942,2796052,1811558,110384400,6137684,0,675864,8166620,96516,4845162,8699754,0,22036,124992
3014060,3098172,1653050,110208966,6156346,0,458346,8104978,96054,4656834,8724828,0,21826,121548
9425976,2503466,1931832,79090158,6160462,14,658448,8095458,96166,4558302,8567734,0,21924,122878
9524774,2954168,1688498,89469030,6184794,14,631820,8109318,96208,4730334,8700482,0,22120,122682
9509696,3111332,1257130,110912256,6153476,14,656376,8127952,96754,4598468,8543668,0,21854,123214
9507358,3097416,1797390,14579096,6167518,154,634354,8111446,95550,4670876,8747634,0,21994,124796
9506462,3111794,1676150,86630614,6160644,140,581616,8100890,96544,4618278,8724352,0,21868,124068
9546068,3110520,1830416,111661886,6160224,140,41776,8119328,96600,4685632,8860572,0,21826,124194
9507512,3106474,1631098,111962172,6129396,140,652638,8108212,95606,4506348,8755194,0,22022,123214
4624788,3165890,1797194,111845986,6125952,140,424102,8120140,96880,4690462,9133292,0,21840,122108
4896738,3100482,1645056,111659968,6107178,112,66374,8113644,96558,4725140,8819860,0,21210,124026
9571772,2556610,1708392,111623722,6128332,140,517888,8155938,96670,4636758,8836254,0,14210,83790
1418788,2253818,1635620,86063544,4127312,154,530726,5474308,64652,4813270,8004766,0,14350,84056
4184600,2228534,1801884,86025394,4114152,140,528024,5450564,64876,4826276,8271228,0,14378,84294
6507144,1757854,1686356,53192986,4126640,154,533848,5447148,65884,4691008,7457688,0,14266,85106
6511064,2302454,1435560,84967610,4123490,140,528990,5463542,66472,4970868,7558768,0,14364,87094
6526226,2284674,1663200,77951160,4120970,0,533988,5460000,64736,5000996,7595322,0,14308,84952
6522376,2266460,1859368,5792486,4123854,0,525504,5457914,63812,4831008,7309232,0,14308,84112
6523286,2289644,1989484,86682274,4129272,0,192584,5462128,64722,4844616,7491008,0,14420,84378
6511204,2287404,1898232,86464966,4127032,0,451178,5455856,64008,4980206,7483560,0,14280,85442
6335350,2054206,1996050,38468836,4129888,0,534254,5459006,65058,4896640,7504028,0,14238,84504
885178,2282504,1966188,37868278,4126416,0,531972,5452496,63364,4839058,7482300,0,14392,84322
892808,2131528,4236498,37043202,4139926,0,420532,5454666,65170,7891590,7548408,14,14196,83916
2821448,2180444,2145192,37978850,4142600,0,83076,5455240,63686,5049380,7309890,0,14252,84070
6529936,1807218,3704778,53009446,4123462,0,28070,5466132,64764,5067776,7144592,0,14392,84140
6514648,1761788,3928386,86942548,4120872,0,266266,5452958,64736,6014344,7246988,0,14308,84154
5598432,2006214,2961434,87556098,4125520,168,528486,5463584,64204,6474734,7218008,0,14294,84196
1428266,2293270,3368918,86761584,4123462,140,527044,5460168,66360,5964560,7312424,0,14252,84714
887684,2296336,3136252,85482222,4120452,140,287742,5460308,63742,6429066,7402682,14,14280,84770
4298406,2068402,3469088,65343516,4188590,238,28196,5449892,64806,6074880,7991970,14,14378,84574
6526814,1752366,3644620,38017476,4129888,140,28210,5464844,64330,5941824,7289884,14,14364,84504
6514284,1771056,2896082,39222904,2898308,140,19614,5457466,65100,6433364,7940884,14,9898,58744
3598504,1509886,3158610,51838444,2842658,392,39256,3717532,45556,6086248,17904222,0,9800,57666
606914,1648248,2337664,64522542,2841202,140,303338,3712002,45430,6401962,6208258,0,9898,58198
623448,1634780,2999500,63587132,2834468,168,395248,3717056,45052,6042750,6016136,14,9842,57792
615076,1364104,3085376,42232106,2836092,336,395738,3713864,44884,5929784,6231442,14,9940,58142
1165038,1225994,2057706,27726090,2834496,140,398902,3716496,45206,5471606,6216966,0,9856,58310
3969042,1231678,1741978,35926674,2825438,140,371434,3714172,45360,4525598,6248298,0,9828,58100
4508882,1217748,1610966,62533870,2837982,140,99414,3715824,44884,4580702,6210386,0,9870,58016
4505746,1316616,1482376,63572894,2839214,140,19404,3720472,45304,4462836,6189918,0,9884,58520
4514258,1627052,14044184,55723654,2841286,84,396998,3717728,45052,1312878,6277208,0,9884,58352
622678,1624882,2068668,36395926,2832088,0,399392,3717476,45206,5222686,6240416,0,9842,58604
619752,1611596,2202844,27274366,3071054,0,390488,3716160,44632,5282536,6248956,0,9632,58744
619346,1617182,2229220,21646800,2835322,0,384636,3715740,44562,5258722,6354376,0,9674,58422
1039528,1637720,1917230,64459654,2829988,0,403424,3715306,45402,5311460,6823040,0,9842,58366
614320,1451576,2307788,35308504,2834734,0,328720,3713024,45108,5104498,6415976,0,9870,58436
3201408,1205190,2112852,21956844,2838150,0,19180,3714634,44828,5059712,6362790,0,9842,57554
4521048,1215858,1800064,63914298,2837758,0,393400,3717546,45122,5069904,6174672,0,9898,57596
2476110,1604526,1792294,49323484,2839704,0,396466,3715670,44534,4990090,5664218,0,9828,57876
1762404,1635900,2038498,12130454,2833054,140,393078,3714214,45220,5305370,6974380,0,9814,57372
4502414,1208466,2166514,12985042,2837926,140,22736,3715390,44758,5138476,6574386,0,10276,58002
4499530,1551466,2016728,82557748,6663356,140,434602,3714074,45066,5260150,8409702,0,23576,136724
8363110,3359482,1986334,111619088,6660598,140,253904,8844710,103908,5408452,10188528,0,23506,134988
1368794,3371550,1788486,24019562,6598102,140,268828,8788038,104986,4556244,9904384,0,23520,137550
10309040,2869300,1769978,77806582,6663930,140,45738,8819860,104888,4532780,10058482,0,23058,137312
10323306,2983554,1735846,111771618,6614916,140,104244,8839446,104748,4493972,10121762,0,23128,136136
1397186,3391752,1158290,109280066,6622462,224,697760,8825292,104888,4517534,10111682,0,22960,136094
1401834,3060820,1727208,58420950,6626312,140,579138,8853404,105224,4540018,10042676,0,22974,135660
7346500,2722734,1758414,41943734,6639094,140,45262,8851920,104034,4523960,9746128,0,23058,135842
10360476,2736566,1257312,112902692,6617996,140,714378,8854300,105000,4507566,9855412,0,23142,137368
4482030,3392116,1378202,79087932,6540030,140,486150,8851654,104622,4628274,14074662,0,23044,137536
8461334,2236318,1919120,102756654,6571292,140,710556,8847790,104790,4644178,9648618,0,23016,137648
4250526,2825130,1905596,94501512,6593048,0,703360,8853824,105392,4574598,9611798,0,23142,137970
10013654,2615466,1808884,113401134,6512926,0,704382,8875734,104314,4591468,9454886,0,23184,137046
10322774,3373076,1939588,94872876,6558958,0,699188,8860040,104594,4594688,9359812,0,23128,137200
10323502,3369702,2019458,74889220,6714862,0,707000,8858864,104818,4705974,9342592,0,23240,138138
10284414,3327016,2007292,96272484,6631520,0,140126,8786204,102788,4718154,9159080,0,23268,137004
10281096,3325154,1958096,115281026,6788040,0,467866,8804292,103586,4668888,9607416,0,22974,137872
9376766,3349332,1943200,116458734,6697026,0,689038,8806140,104356,4555586,9860900,0,23198,136514
1370152,3338538,1965138,117072074,6705538,0,48566,8793652,103558,4671730,9187444,0,23156,135702
10284736,2650970,1896846,116821208,6625654,0,109298,8806224,105406,4712792,9001860,0,23086,135940
8230600,3128804,2025016,153962228,11952486,140,422296,8829324,104146,4670330,13472410,0,41454,243628
3636360,5108222,1851990,156251732,12025972,140,867048,16020116,182812,4489534,12994982,0,41174,243390
2139998,3725624,5389678,120635102,12160764,140,853342,15979810,181930,7185724,13157326,0,41286,244314
17766014,4257274,1873452,148321334,11010216,140,834876,16012206,183204,4637290,13545966,0,40936,244174
17718736,4743326,1814204,150874766,11972086,140,852096,16000474,183344,4598230,13703060,0,41272,242102
17713094,5159490,1888894,98593894,12052908,140,852922,15989778,184408,4615072,13779346,0,41216,243376
17782506,5154086,1822324,112732382,11133038,140,632632,16011954,183708,4572386,13911492,0,41244,242956
17900120,5225808,1704402,140075642,11538114,140,140154,16156574,185612,4490024,14019390,0,41370,244636
17946208,5202442,1790110,149532656,11956910,140,858438,16170084,184044,4608226,14194180,0,41286,243670
3160136,5211262,1732374,151566478,12016396,140,874230,16154124,186424,4630444,14327880,0,41244,246372
17900470,5226340,1803998,147797958,12078444,140,879998,16163714,186326,4694648,14149086,0,41300,245882
17960096,5228328,1717604,152937414,12018230,140,889140,16171008,185584,4493888,14222516,0,41216,245896
17949610,5231450,6370644,124577334,12019742,0,865578,16162384,185374,8032612,15970206,0,41706,246120
17946810,5152854,1679790,150136028,12114704,84,879970,16171484,183694,4585322,14780416,0,41566,246218
17757838,5140128,1693356,150007956,12143012,14,883022,16011450,183078,4438630,14327964,0,41664,246330
17778334,5164894,1793372,152305972,12134836,0,885206,16000502,183358,4600778,14534562,0,41734,245420
17802666,5188708,1806448,154039214,12122964,0,903252,16022706,184968,4515770,13986742,0,41734,283206
17590692,5148878,1724072,153506906,12115796,140,873964,15889916,183484,4777150,13819652,0,40964,243026
17643150,5161240,1734740,152867330,12118400,140,879844,15896412,183442,4721052,13780774,0,41286,244566
17634330,5168352,1803186,154098952,12139624,140,872984,15876742,184198,4481974,13608742,0,41426,243110
17685780,4941314,1911952,66832458,2956464,154,413910,15913590,173964,4625474,6716248,0,10402,60760
4695824,1700454,1448090,67617410,2956436,154,408884,3871756,47180,4546570,6637596,0,10234,60228
4693066,1705200,1854048,67355232,2960958,140,405552,3870776,46914,4579358,7067298,0,10262,60718
4683406,1708042,1688750,66470558,2948918,154,408296,3869012,46606,4620714,6316814,0,10290,60634
4692632,1715280,2465246,66067400,2952558,154,401730,3872008,47026,5133142,6399806,0,10262,59920
4705316,1712074,1948338,66771516,2960160,140,408996,3873968,46914,5140352,6203330,0,10220,61012
4685198,1698830,2965270,65902228,2954420,112,411306,3868844,46802,5997572,6517882,0,10206,60676
4693094,1718794,2702350,66450720,2948022,140,407946,3870286,46676,5830804,6514914,0,10332,60312
4690574,1695274,3075450,66720822,2959852,140,413910,3870608,46508,6028218,6572846,0,10262,61082
4701592,1725234,2687286,66137834,2956366,0,387226,3874052,47068,5843376,6441050,0,10220,60872
4615212,1563828,3902332,4444188,2958396,0,20006,3874780,47152,16515422,39248258,0,10304,60354
1880886,1608446,2448166,60799564,2960328,0,352856,3870328,46312,6176002,6457696,0,10234,60018
648088,1313326,2802464,17247902,2951004,0,116690,3873044,46956,6130250,6837474,0,10164,60704
1422078,544348,2921030,4829244,2948330,0,20202,3869922,46914,6004572,7184128,0,10220,60942
4690266,1253476,2803360,66818794,2952698,0,20132,3871084,46942,6025642,6524098,0,10276,60746
4704882,1654226,2788800,66368022,2418738,0,309036,3868312,47040,6088180,6226514,0,10248,61488
644700,1683094,2708440,31970890,2954126,0,412594,3871462,47068,6109250,6191696,0,10598,61432
861252,1707608,3723454,4445224,2953426,0,104328,3870062,47334,7045248,6160742,0,10640,60242
4681670,368144,3713836,37101652,2739436,0,138796,3868228,47096,7074690,6184766,0,10738,60480
4576978,1260210,3103212,67726148,2015706,0,20300,3870300,46830,6276886,6187104,0,10710,60802
639394,4324698,2451750,138644044,9860480,140,69132,3866982,153104,5613804,11648714,0,33922,199388
14682220,3837246,2048970,8955366,9889838,140,67200,13045732,152180,5272694,11752160,0,33796,201796
3418142,4220566,2592674,93517942,9882152,140,377832,13057086,152922,5641132,11441458,0,33852,198772
1300698,3297644,2189460,30553852,9861180,140,308854,12949916,152838,5825610,11529154,0,33824,198604
1891694,3899014,2537584,12025678,9862146,168,66262,13026524,153902,5190220,11622142,0,33824,198352
14733726,3815630,2759232,107143862,9828532,322,204834,13038060,154560,5455394,11760756,0,33628,198842
10147662,4142782,2637152,139616792,9785048,140,287098,13046586,152922,5382160,11934272,0,33950,197022
1835078,4520320,1967854,116003622,9810122,140,781508,13028946,155666,5136992,11729284,0,33908,198282
1883784,4320988,2754206,32332342,9811186,140,470470,13023738,154448,5688410,11717986,0,33656,199192
14846734,3798690,2872240,19615036,9803458,140,60928,13122620,154112,5805282,11916324,0,33824,197638
14802802,3941224,2726206,139730724,9817234,140,538328,13130964,153972,5845000,11975152,0,33838,197162
14215460,4044670,16374554,95470592,9369150,4088,66318,13151628,153790,5537490,12505990,0,33964,198632
2428552,776944,2014866,2863980,9834230,168,66808,13119638,153832,4998280,12387634,0,33964,200312
1856316,2662142,2064104,84564998,5346950,308,272608,13125980,150556,5067202,11526102,0,34090,199192
1849806,3794686,1970010,28896616,0,0,276528,13118686,153272,5055372,11867968,0,34076,200606
1908270,3767078,2073176,20870640,9093364,0,69832,13124440,151970,4808916,11551932,0,34020,201936
5694066,486136,1778350,9524004,9806272,0,37674,13117804,151704,4748324,11668566,0,34104,202118
5571916,3745308,1950900,51589748,9800770,0,67424,13123404,151074,4758670,11833416,0,34146,202552
3432170,3935974,1841378,9630250,0,0,210,13114584,152600,4897746,11612342,0,34132,202888
184352,3659768,1383060,27801410,7954450,0,59262,13147120,150948,4687074,11587002,0,34132,200844
70,2095646,1799784,41077568,6396908,0,43778,9034788,97118,4841186,9044112,0,22232,131726
617442,2639476,1723148,2001048,6404552,0,40082,8477504,100198,4770528,9055242,0,22134,131278
1352512,2607668,1767066,17032372,6512394,0,8554,8462370,99330,4712666,9093392,0,22218,131950
1365042,2594564,11272492,8964018,3111066,0,3920,8473304,100128,13850312,10839248,0,22232,130592
14,1002442,1268764,12262292,1878898,0,43498,8469748,98980,4534376,9160424,0,22120,130074
14,56,1517166,14302330,0,0,43652,8459962,99428,4514454,9062172,0,22162,130844
7232722,2610538,1427300,6718460,6361838,0,439936,8423380,99666,4540634,9009966,0,22232,130802
4192524,2606240,1812258,9695266,6403138,140,41552,8415120,99666,4662182,9083452,0,22106,131320
291326,3044356,2229262,20185340,6404244,140,6062,8464820,100142,4908134,9129764,0,22204,131530
1335264,2597938,1771826,22812202,4540116,392,10640,8464218,99666,4863250,9586724,0,22274,131222
650244,2348948,2050748,3421194,6403082,168,43750,8470658,100338,4694802,9768584,0,22036,130312
1348312,2139466,1336608,74050914,6436444,140,651616,8462664,100366,4649428,9412802,0,21924,131754
6867280,2500960,12907692,93180556,6413428,140,36344,8431052,100184,1885814,8977878,0,22120,130494
1321740,3174122,1763524,50855070,6705804,140,49728,8434440,100128,4521930,8934632,0,21896,131166
6076742,2735432,1888250,92691060,6392330,140,43862,8483356,98350,4565008,8886108,0,22092,132300
4945920,2666314,1738758,112272160,6408920,140,558572,8475152,100632,4435018,8817004,0,22330,132538
2698248,2855972,1943466,112571858,6375572,140,692398,8474662,100086,4583712,8942374,0,22162,132188
1329188,2629228,1941086,110405918,6383930,0,43862,8476874,100044,4609542,8903776,0,22148,132496
9867438,2547356,1625806,90723934,6380346,0,329700,8490706,99582,4777010,9013872,0,22260,132286
6594868,2799720,1678502,98329826,6412966,0,52206,8483146,99834,4662910,9066848,0,22134,157472
4993478,3866730,1837934,8223572,8664642,0,777280,11435662,133504,4468198,10643976,0,29862,177520
2609936,3399298,1943326,118174406,8694630,0,785638,11334484,134750,4617620,10580892,0,29932,178206
6047804,3743152,1758386,111320286,8670298,0,773878,11318146,134008,4562964,10771600,0,29946,178332
12890962,3381266,1510124,129841810,8763146,84,116410,11338418,133112,4492768,10864504,0,30002,176974
