skt-0_PCIRdCur-total,skt-0_RFO-total,skt-0_CRd-total,skt-0_DRd-total,skt-0_ItoM-total,skt-0_PRd-total,skt-0_WiL-total,skt-1_PCIRdCur-total,skt-1_RFO-total,skt-1_CRd-total,skt-1_DRd-total,skt-1_ItoM-total,skt-1_PRd-total,skt-1_WiL-total
11189276,2803374,2434726,8203090,8666154,0,58366,10776724,132846,4835348,10911922,0,30086,175532
11929260,4025462,1824704,131424160,8714958,0,496538,11251534,133980,4567150,10806530,0,29988,176792
1605954,4006982,1930138,112891548,8672160,140,550018,11332398,133644,4650254,10730510,0,29946,176358
1682212,3656114,1760962,114787414,8677928,140,58828,11276440,134498,4587800,11165546,0,29736,177016
12750416,3401902,1794562,132099730,8664432,140,285796,11276678,134050,4491732,11134858,0,29778,176190
4416734,3782590,1965810,131582038,8670200,140,348894,11270476,133126,4586022,10700396,0,29834,175952
3000382,4042122,1516788,104972238,8628620,140,760186,11329878,135730,4702978,10579184,0,29652,176274
2166066,3328766,1732598,69294554,8594978,140,546224,11500524,135268,4518038,10851554,0,29764,177100
10280788,3443454,1815940,113507870,8565508,140,515802,11405618,135226,4495008,10761114,0,29638,179018
12745642,3370598,8280468,47194966,8609846,140,60970,11365914,133616,627732,10745196,0,30100,177072
1159774,3398934,6564796,34349000,7854224,0,443450,11414718,134386,7843192,12705378,0,30422,177366
1640842,176232,1530340,104142150,8637916,0,281946,11412212,134302,4655910,10743096,0,30338,177212
1642368,3291414,1365560,62043632,8600606,0,0,11449368,134204,4644780,10888696,0,30450,178220
9676212,3382288,1912890,8506904,8596532,0,58926,11443880,133364,4687522,10849300,0,30534,177534
2588474,3384878,1759828,4056542,8659896,0,453796,11502064,133252,4673564,10657878,0,30450,177702
769986,3868620,1677032,126831922,5154156,14,235480,11399458,132888,4651822,10687278,0,35196,246134
2087792,811916,1526336,97165446,9591148,0,181314,15848084,185262,4600330,12664162,0,42014,245056
10159142,4497766,1728958,50541722,11984168,0,81522,15865948,183764,4577972,13736954,0,42336,245518
3190474,4475268,1811138,42350910,11932578,14,24276,15940680,183106,4713870,13675690,0,42140,244468
2165212,4741030,1629138,3756284,11926978,14,155582,16000978,182728,4765964,13180454,0,42252,241052
2228296,4358004,1613374,90648124,8444492,0,789782,16002406,184534,4784934,13202770,0,42056,237104
496412,4522770,1786568,72064258,7002632,0,788536,15960672,183484,4582242,13624884,0,42098,238518
3535462,1981504,1345778,69132336,11835950,224,261002,15968904,184030,4721990,14022806,0,41874,237538
17614324,4232704,1339772,103213488,12006442,112,59458,15962870,182770,4700738,13198248,0,41888,239050
17671878,4521454,1444198,10833046,11992540,168,129654,15969464,184520,4664968,13139574,0,41986,238084
6499864,5079368,1623104,6197898,11998994,154,807296,16005528,182784,4658122,13294442,0,41874,238000
60648,5067188,1684900,136813600,12024096,154,360220,15962772,183582,4496842,13242222,0,41972,238392
9390710,1570142,1958796,95738832,4425372,182,79996,15969660,185486,4696902,13527206,0,41944,238560
17662246,3346098,1872164,71882790,11939340,154,80290,15987552,184422,4701914,13135108,0,41958,239288
9705192,5050178,1865010,156443364,11931612,154,402038,16004100,185738,4604348,13758430,0,41090,232232
16435776,4597278,3315690,94384976,10971310,140,77952,15957634,182490,8822716,23440620,0,41146,234486
2108848,5028744,1725248,146733076,11925998,168,538384,16098166,184478,4639418,13526044,0,41118,236628
2152570,5060314,1763678,5203380,11967914,140,405720,16109268,185374,4660040,13063862,0,41356,239554
2164232,4372130,1989862,121589202,11716852,140,50932,16098166,185598,4591706,13265784,0,41202,241556
17775282,4523316,1792322,148824256,5912676,168,30968,16092664,184184,4609388,13534598,0,41370,243012
13282122,4771074,1981000,153716794,11910626,196,32116,16091642,184870,4681418,13467384,0,16142,96026
42,2542288,1236606,94397870,4682496,140,238028,6199060,74606,4584314,8356404,0,16226,95396
1001056,2147796,1881838,38168690,4684750,0,70252,6198514,74004,4851490,8253672,0,16394,94962
1005256,1306354,1751666,35970228,4692632,0,318276,6197002,73822,4678492,8236018,0,16408,95928
1008336,1993782,1474704,75220236,4686976,0,31892,6198710,73514,4544078,8193318,0,16212,95564
4983706,2024526,1814162,62984138,4695796,0,236236,6201412,74578,4767406,8687168,0,16310,95634
3935400,2004744,1681484,60680802,4681978,0,529298,6157298,73150,4675272,8192380,0,16240,94962
1039066,2511446,1748054,81445028,4683014,0,31892,6209098,73192,4635064,8067598,0,16380,95494
2281776,2488542,1786484,72499210,4689888,0,514192,6192228,72730,4868976,7862820,14,16128,96404
5260724,1957466,1843856,2536492,4697868,0,377734,6202462,73472,4659452,7870268,14,16198,94542
2091068,2016630,1849652,76802376,1509088,0,28,6194300,73668,4693416,7994686,0,16310,95214
7353388,2004394,1938272,93572752,2814014,0,242718,6198808,73598,4727786,7952504,0,16254,95060
4482954,2436168,1820644,93321270,4683910,0,565936,6200754,74102,4779824,8021776,0,16296,94850
703528,2538116,1643096,86510718,4682790,140,165074,6199900,73836,4729648,7759892,14,16352,96026
2266446,1978256,1821540,24431946,4693906,140,30744,6184080,73654,4713394,7778946,14,16338,95998
7352478,2018744,1519406,78408484,4696902,112,368886,6195280,74326,4622562,8392384,14,16086,95648
959686,1738548,3813516,40856354,4688012,168,515676,6164536,73962,8386868,7439432,0,16184,95816
1007972,2463202,2157442,36431654,4675370,168,573356,6200502,73808,4870404,7577808,14,16310,95900
1008378,2030756,1961722,8251152,4699086,140,536256,6192928,73178,4794874,7908348,14,16338,96516
2592156,1980440,1929732,1901480,4672374,140,181034,6197086,74130,4966262,7763700,0,16240,96124
7099722,1989904,1797712,35749980,7008232,140,61166,6199270,74242,4684988,7778554,0,31010,183498
13698328,238,1529850,129038840,687176,140,61208,12039132,139874,5068112,11177600,0,31206,183652
12285000,2386972,1687546,131356862,27650,196,61530,12037480,140686,5001570,10963470,0,31150,184674
3636752,4244254,1932798,85544592,6223266,140,491680,12027918,141204,5086368,11668370,0,30968,183190
1747760,4232886,2474584,27445488,8998752,140,448868,12026140,140546,6295842,11488526,0,30940,185906
1760878,3990784,3885028,29018780,9028656,140,64064,12033770,141736,6255256,11041856,0,30730,185136
1752128,3484404,7628810,31313856,8781136,0,43344,12034414,140308,10801714,14825342,0,30870,186410
9057160,3532088,3104752,27656370,9023616,210,42,12026924,140994,6855800,11129692,0,30940,185122
10736978,3514910,3345034,87459148,9069662,0,5390,12050024,139860,6543166,10914792,0,31794,186270
1974406,3568810,3782842,132159664,9063362,0,433678,11984252,141204,6369090,10913616,0,31556,185430
899668,4023404,3770214,133053802,1524726,0,787332,11950708,140182,6834954,10893918,0,31878,185808
0,3806474,3533530,98949060,8015098,0,762384,11961516,140448,6747972,10994956,0,31570,185640
469966,3531710,3804360,61904822,9070166,0,243334,11943134,140980,6684790,10983126,0,31262,183778
10020962,1150394,3865890,38834082,9071258,0,61698,11932340,140322,6944826,11166344,0,31444,184618
13608518,0,3540586,28899234,9091530,0,29736,11952430,140784,6736296,10824702,0,31318,181594
12312468,1766436,2743132,72545718,9056978,0,61432,11983398,139510,5933480,10937696,0,31192,184366
13610926,3747254,10231956,108908618,9396870,140,68628,11951702,139888,1664656,11184530,0,30422,184562
2694972,844914,8466346,34262942,8073646,140,60844,11923870,140630,8909124,8114078,0,30982,184226
4924752,3531332,1786722,103942748,9128700,140,136780,11978288,140476,5444446,11296838,0,31192,184254
6667514,3552276,1945594,36029756,9071958,168,61698,11975572,140896,5374768,11412282,0,31192,185234
3662050,3528518,1704318,7863786,7712278,140,47544,11965394,141162,5402096,10668378,0,26782,157122
11942336,886312,2038988,7321244,7701246,140,52514,10298050,122136,5447274,10562902,0,26936,157710
6247696,3630004,2029314,22348858,3631460,140,26236,10310832,121786,5656406,10939390,0,26796,158186
1571864,3802638,1216180,120864618,0,140,298298,10331006,122584,4731482,10361078,0,26740,158564
1569596,3638250,1182972,101918894,7632394,644,735966,10334716,121114,4998350,10114594,0,26754,158410
1571486,3111262,1553888,66119690,7728406,140,251104,10336424,121436,5042800,10432926,0,26502,158648
1568448,3109596,1489698,7678664,7656362,140,51926,10326890,122780,4820298,10113502,0,26726,158074
3339840,3098620,1639484,10067876,7631736,140,373380,10329564,121716,4784290,10069360,0,26796,161070
1546132,3100580,1690710,27684860,7713454,224,572264,10335290,121478,4924472,10212300,0,26670,160356
1541302,969962,1379756,96434954,7710318,140,52864,10335948,122598,5009480,10252508,0,26656,159348
11900854,1352064,1202138,103081230,7673288,0,52878,10349416,122948,4693556,10606484,0,26894,159432
3815812,3439254,1161398,98069244,3424302,0,268884,10338762,121310,4900784,11329108,0,26992,159544
5785920,3485930,1264970,31462102,7645638,0,77630,10335640,121226,4677974,11109518,0,26810,159348
4680802,3084466,1337378,9241008,7696052,0,514822,10339378,120218,4929302,10826452,0,27020,159628
1729126,3761520,1742874,8811866,7734328,0,52906,10329018,122024,4902380,10874626,0,27034,159418
473032,3743082,1824844,9051938,7732396,0,56756,10286430,122192,4878930,11079404,0,26908,159446
6894510,3107314,1785518,8637412,7772926,0,734104,10291232,120834,4823840,11448556,0,26866,159866
1040872,1939938,1973510,111969130,7778974,0,532672,9712962,119462,4998672,11522896,0,26810,157038
1955674,1064686,2917432,74155256,7616266,140,733236,10219426,120638,7567070,11191236,0,26740,157374
957418,3589124,1433950,73405290,7749630,224,732816,10288824,120274,4684624,11523946,0,26950,158340
1562358,3629948,1225700,35975716,4158000,364,451164,10282916,120050,4668160,8895110,0,14448,84434
4643436,1780660,1601460,5972736,4162606,168,28504,5509770,65394,4550112,8102570,0,14532,85596
6572132,1764168,1573236,14113022,4153072,140,28224,5502504,65198,4779516,7938854,0,14364,84588
3147718,2291898,1405236,83339102,4154136,196,28182,5495182,65156,4878972,7558922,0,14448,84602
2255274,2298786,1608222,50054802,4157384,140,494690,5497114,65142,4742752,8105384,0,14434,85358
894894,1758792,1675072,5409446,4166666,168,30002,5494314,65436,4640776,7579894,0,14392,85036
2484818,1767150,1524306,85718052,4160870,336,28406,5490842,65744,4724888,7207144,0,14406,85218
5576298,1771994,1431738,50207710,4167744,140,263228,5503652,65170,4759748,13370504,0,14336,85372
907508,2311148,1644860,6741364,4152470,140,40348,5505626,65828,4732406,7666176,0,14448,85218
904946,1864128,1726312,40275886,4166190,140,136500,5506018,65030,4751544,8143870,0,14518,85078
5573820,1748810,1920086,53714038,2515870,336,108696,5501314,64316,4829538,8070608,0,14308,86212
1360436,1944124,1130514,85767178,4157510,168,552314,5499844,64358,4521034,7700350,0,14252,86534
905954,1777272,1311016,35860034,4137322,140,426664,5500992,64414,4605818,7994196,0,14350,85120
4875500,2018604,1851696,5570082,4159358,112,16870,5497730,66248,4715774,8188782,0,14364,85582
6557096,1761718,1825586,17292646,4153954,0,28616,5507964,65800,4719960,8229984,0,14420,86310
3857686,2293816,1352862,54234138,4162788,0,293650,5498934,64456,4784766,8225042,0,14364,85666
518252,2297204,1652182,67376932,4167744,0,539756,5500348,65702,4760406,8354150,0,14476,85890
893522,344750,1813742,5860134,4135124,0,518742,5498276,65842,4773356,8217286,0,14378,85428
6567652,1784762,10484600,75693618,4166162,0,60718,5570404,65044,5250518,7723478,0,14490,85498
3124128,2215360,1873690,73050614,525168,0,202468,5514320,64358,23320654,19880882,0,14322,86212
42,2303126,1450848,143846444,11108902,14,741888,5498136,65926,4733134,13366850,0,38192,225260
1884134,2626666,1816360,102988130,11129426,14,74732,14679420,168742,4873498,13225380,0,38402,224476
2325288,1321698,1854692,45433710,11132296,14,74536,14653716,170156,4752650,13336876,0,38626,223916
2438688,4435172,1615642,2355206,11127984,154,201222,14697242,169848,4732854,13135276,0,38430,224364
2007460,4230856,1864856,53500734,10842986,154,74774,14677278,171920,4746322,13180720,0,38360,224406
11366698,4186518,1871548,62178928,11079670,140,75026,14703626,169134,4681964,13433546,0,38360,225288
2045680,4193182,2043524,145639158,11085144,224,74830,14790118,169694,4678870,13132798,0,38178,224882
1982820,3874962,1609174,139187258,11090940,140,20258,14615986,169134,5023620,13036562,0,38108,223048
11568242,4226460,1800064,106701966,11006688,308,62034,14560196,171822,4794972,13184570,0,38164,225232
9057426,4392192,1486786,38453492,10940930,168,74760,14656152,172032,4701746,13380472,0,38038,224490
19936,4861780,1819748,69723038,11019890,140,823256,14653534,171122,4660558,13661046,0,38052,224966
1996120,4226698,1908522,8195656,11090618,182,647430,14626640,172032,4697840,13323520,0,37982,224196
7059304,4218312,2163728,63899486,11005092,154,218610,14690732,170758,4715886,13356644,0,37926,224770
16465218,0,1826846,91810852,11001046,140,74480,14697732,170674,4733750,13502846,0,37996,223818
14247464,4238430,2196250,128723770,10862838,140,74046,14702506,171878,4883074,13672932,0,37884,224546
2146452,4400494,1685236,116815902,5304012,140,68054,14710584,171500,4940950,13338416,0,37842,226590
2001720,4083772,2037826,32460162,2147586,728,75250,14699384,171024,4787748,13710928,0,38080,226492
1884120,4230366,1583330,146055140,9020466,140,840630,14714028,170744,4883914,13935796,0,38122,226814
207452,2412606,2183062,138691126,11045888,140,316582,14652260,170282,4857482,12933396,0,37912,227192
8316238,4231752,2952180,124650946,11136496,84,530768,14689402,171304,5937540,12773250,0,38542,225638
9118046,3231564,3133802,59372502,8477868,0,716100,14684880,134050,6031396,10397968,0,29428,174118
9068906,3477642,2846270,96155178,8452010,0,749126,11255258,130732,5850110,10542616,0,29470,174622
12949748,3312344,3012296,59058062,8517208,0,63266,11323998,130592,5942090,10625034,0,29554,173894
12821774,3724672,2934064,109143930,8577702,0,57918,11229274,131502,5962600,10450468,0,29540,174440
12288780,3995054,2671172,127546118,8512224,0,57848,11250176,131516,5981458,10654826,0,29540,174258
1666322,4022676,2963338,92543584,8514800,0,759542,11262608,131460,6005972,10845212,0,29414,174566
1652224,3643570,2928646,59273326,8535828,0,734454,11246592,131376,5982074,10253586,0,29526,172508
2890398,3331706,2986326,127672496,8563422,0,92820,11221238,130648,5932080,10426038,0,29442,170898
12842802,3161816,5996928,124724194,8520764,0,158340,11240152,131180,10059224,10520328,0,29498,172270
12836460,3515302,2435566,129930766,8518832,140,746508,11251072,131348,5924744,10671906,0,29428,172242
2077292,3995936,2437470,82056100,8523396,140,663292,11245318,131362,5891550,10844204,0,29134,173054
5027260,3879400,2741368,61054812,8526224,140,58506,11210472,131362,5749674,10914554,0,29190,172424
12846848,3366706,2832676,60779558,8561168,140,321804,11241300,131950,5935678,10658704,0,29330,173110
11848872,3729110,2662842,103040042,8476790,140,743540,11240264,133308,5561528,10476228,0,29274,173656
1645112,4065726,2383710,130782470,8459696,140,740572,11220244,133406,5740658,10904334,0,29204,172536
8561252,3690064,2635584,99905120,8444240,168,604002,11214798,131642,5875002,11668230,0,29246,170674
12920404,3381966,2732632,59382890,8479296,112,59234,11313232,133112,5819968,10762332,0,29162,171948
12917968,3856328,2711450,119943628,8459934,140,57330,11308192,132174,5676244,10909248,0,29190,170016
10825766,4009348,3995768,87820152,8405138,140,97398,11306946,132160,7001036,15800862,0,29232,172746
1663438,4022102,2817682,86586780,8475908,140,521304,11303866,132454,5799640,10529456,0,29148,172732
12017502,3088806,2878862,25212782,7531272,140,579236,10704624,118132,5912144,9634646,0,26264,153706
4649596,3734290,2114364,27237280,7539014,0,686000,10059490,119448,5850866,9889908,0,26222,155036
1678250,3648330,2528694,25651108,7543172,0,681954,10063340,117726,5804288,9806440,0,26362,154826
1508276,3664220,2717274,25043312,7572992,0,543046,10057586,117670,5730284,9915528,0,26250,154224
5880182,3362408,2750510,25527880,7566622,0,59164,10060764,117880,5863508,10006178,0,26138,154896
11448780,3053512,1710870,48049050,7571704,0,51338,10001082,116970,4474750,9815470,0,26208,154084
11490150,2976862,1891274,105211680,7563388,0,198562,9999108,116200,4682580,9692130,0,26390,155106
11270294,3156496,1853936,123166386,7573580,0,614558,10004302,117614,4671212,10061744,0,26012,155568
5348532,3516436,1622054,123885454,7605248,0,655102,10013150,118342,4542216,9852080,0,26222,152586
1505882,3598308,1458954,123346804,7588196,0,738752,10022180,115654,4608702,10026660,0,26278,154070
1773982,3613974,1611190,123456508,7578732,0,369320,9987866,117404,4722158,10026548,0,26222,154602
7748790,3271716,1967378,79454746,7579740,140,51198,9971794,116998,4691876,10109428,0,26278,153846
11485418,2985486,1747942,25124862,7574938,140,51548,9998506,117040,4629058,9687832,0,26138,154826
11514090,2976386,1849470,26346040,7578452,140,51254,10022376,116074,4618670,10327786,0,26054,153930
7579474,3292996,1779764,76505156,7589022,112,51478,10011792,116998,4662784,10712884,0,25872,154532
2164232,3667496,1460494,124271784,7564914,112,274106,10010770,117530,4616262,9794106,0,25970,152936
1498462,3649086,1405138,123274480,7542262,140,674030,9999626,117908,4725154,9818564,0,25914,154084
1493912,3246026,1573502,116683308,7525070,140,742854,9992360,117138,4747806,9978668,0,26600,154014
1509144,2725814,1865514,57468306,7527548,322,586782,10055346,118132,4566548,9794764,0,26600,151494
2327220,3032064,1816276,24800930,7537838,140,738304,10060806,117614,4608954,9605134,0,26376,158186
12236882,3594290,15207374,117570838,11278764,112,799204,14931420,169022,928648,12549096,0,38738,228326
