SKT0-Ch0Read,SKT0-Ch0Write,SKT0-Ch1Read,SKT0-Ch1Write,SKT0-Mem Read (MB/s),SKT0-Mem Write (MB/s),SKT0-P. Write (T/s),SKT0-Memory (MB/s),SKT1-Ch0Read,SKT1-Ch0Write,SKT1-Ch1Read,SKT1-Ch1Write,SKT1-Mem Read (MB/s),SKT1-Mem Write (MB/s),SKT1-P. Write (T/s),SKT1-Memory (MB/s),System-Read,System-Write,System-Memory
  118.92,  188.00,  434.85,  351.35,  553.77,  539.35,2134712767, 1093.12,  223.55,    5.91,  220.77,    2.51,  444.31,    8.42,2134681874,  452.73,    998.09,    547.77,   1545.86
  120.99,  229.78,  436.31,  394.69,  557.30,  624.47,2132870265, 1181.76,  272.57,    5.31,  268.16,    1.94,  540.73,    7.25,2132851184,  547.98,   1098.02,    631.72,   1729.74
  120.76,  232.00,  433.31,  395.13,  554.07,  627.13,2133351474, 1181.20,  273.48,    5.31,  269.38,    1.95,  542.86,    7.26,2133307690,  550.13,   1096.94,    634.39,   1731.33
  119.47,  228.28,  428.84,  390.05,  548.32,  618.33,2133425720, 1166.65,  267.66,    4.98,  263.39,    1.62,  531.06,    6.59,2133451217,  537.65,   1079.37,    624.93,   1704.30
  119.13,  228.03,  428.83,  389.83,  547.96,  617.87,2132304707, 1165.83,  267.08,    5.63,  264.31,    2.21,  531.39,    7.83,2132309703,  539.23,   1079.36,    625.70,   1705.06
  119.23,  227.21,  428.62,  388.80,  547.85,  616.01,2134488944, 1163.86,  267.72,    5.28,  264.57,    1.90,  532.28,    7.18,2134568730,  539.47,   1080.13,    623.19,   1703.33
  118.58,  225.96,  426.72,  386.63,  545.31,  612.59,2132453031, 1157.90,  263.19,    5.21,  261.69,    1.83,  524.88,    7.04,2132470950,  531.92,   1070.19,    619.63,   1689.82
  118.35,  225.27,  427.03,  386.68,  545.38,  611.95,2132633368, 1157.32,  261.74,    5.33,  261.37,    1.97,  523.10,    7.31,2132579696,  530.41,   1068.48,    619.26,   1687.73
  118.45,  225.59,  424.98,  385.75,  543.43,  611.34,2134520173, 1154.77,  258.31,    4.88,  257.43,    1.50,  515.74,    6.37,2134570913,  522.11,   1059.17,    617.72,   1676.88
  133.46,  257.09,  473.08,  431.74,  606.55,  688.82,2132451737, 1295.37,  284.39,   13.27,  282.30,    9.81,  566.69,   23.08,2132435967,  589.76,   1173.23,    711.90,   1885.13
  109.15,  229.89,  389.21,  377.84,  498.36,  607.73,2134671698, 1106.09,  295.20,    7.88,  292.43,    4.50,  587.63,   12.37,2134649427,  600.00,   1085.99,    620.10,   1706.09
  105.20,  222.11,  378.00,  366.86,  483.20,  588.97,2132409107, 1072.17,  280.29,    5.61,  277.95,    2.22,  558.24,    7.82,2132395417,  566.06,   1041.44,    596.79,   1638.23
  103.79,  218.23,  372.16,  360.57,  475.95,  578.80,2132479202, 1054.75,  270.38,    5.04,  267.60,    1.66,  537.98,    6.70,2132486424,  544.68,   1013.93,    585.50,   1599.43
  104.64,  220.05,  374.79,  363.51,  479.43,  583.55,2134473032, 1062.98,  264.23,    4.80,  261.13,    1.42,  525.36,    6.22,2134413690,  531.58,   1004.79,    589.77,   1594.56
  104.09,  218.82,  372.63,  361.42,  476.72,  580.24,2132378277, 1056.96,  260.30,    4.95,  258.01,    1.58,  518.30,    6.53,2132379860,  524.84,    995.02,    586.77,   1581.79
  104.50,  219.65,  374.02,  362.72,  478.51,  582.37,2134402620, 1060.88,  263.48,    5.68,  261.02,    2.30,  524.50,    7.97,2134420053,  532.47,   1003.01,    590.34,   1593.35
  104.55,  220.22,  375.21,  364.03,  479.76,  584.24,2132342630, 1064.00,  267.78,    6.23,  264.74,    2.86,  532.52,    9.09,2132374195,  541.61,   1012.28,    593.33,   1605.61
  104.44,  219.22,  374.30,  362.48,  478.74,  581.69,2134546465, 1060.44,  266.74,    5.06,  262.53,    1.68,  529.27,    6.73,2134547221,  536.00,   1008.01,    588.43,   1596.44
  103.49,  217.85,  370.60,  359.52,  474.09,  577.37,2132320748, 1051.46,  262.45,    5.02,  258.58,    1.63,  521.03,    6.66,2132334324,  527.69,    995.12,    584.02,   1579.14
  104.21,  219.20,  374.06,  362.15,  478.27,  581.35,2134510288, 1059.62,  261.28,    5.25,  258.73,    1.88,  520.01,    7.13,2134529253,  527.14,    998.28,    588.48,   1586.76
  122.96,  257.91,  432.70,  418.43,  555.66,  676.34,2132467225, 1232.00,  305.10,   14.56,  302.82,   11.37,  607.92,   25.93,2132435324,  633.85,   1163.58,    702.27,   1865.85
   93.96,  139.29,  346.33,  271.63,  440.28,  410.92,2132456663,  851.20,  169.18,    6.29,  166.13,    2.91,  335.30,    9.20,2132454401,  344.50,    775.59,    420.12,   1195.70
  114.14,  156.30,  407.67,  306.43,  521.81,  462.73,2134467291,  984.55,  182.38,   19.48,  178.90,   16.07,  361.28,   35.55,2134412604,  396.83,    883.10,    498.28,   1381.38
   65.46,   93.63,  236.44,  182.33,  301.90,  275.96,2132377125,  577.86,  160.98,    6.29,  158.24,    2.91,  319.22,    9.19,2132385002,  328.41,    621.12,    285.16,    906.28
   62.59,   92.40,  225.63,  177.38,  288.22,  269.77,2134402308,  557.99,  153.51,    4.93,  150.60,    1.54,  304.11,    6.47,2134427198,  310.58,    592.34,    276.24,    868.58
   64.15,   95.27,  231.35,  182.26,  295.50,  277.53,2132524869,  573.03,  150.32,    5.33,  147.68,    1.95,  298.00,    7.29,2132483852,  305.29,    593.51,    284.81,    878.32
   65.35,  100.70,  236.46,  190.40,  301.80,  291.09,2134306186,  592.90,  150.61,    5.89,  147.86,    2.50,  298.46,    8.39,2134570788,  306.85,    600.27,    299.48,    899.75
   59.08,   92.26,  212.31,  172.56,  271.38,  264.82,2132442373,  536.20,  150.27,    5.27,  147.50,    1.89,  297.77,    7.15,2132230946,  304.92,    569.15,    271.97,    841.12
   55.06,   89.26,  197.00,  164.05,  252.07,  253.31,2134549651,  505.38,  148.45,    4.96,  145.78,    1.57,  294.23,    6.53,2134541585,  300.76,    546.30,    259.84,    806.14
   57.74,   95.53,  207.19,  174.50,  264.94,  270.03,2132341852,  534.97,  149.04,    5.11,  146.12,    1.73,  295.16,    6.84,2132240373,  302.00,    560.10,    276.86,    836.96
   75.20,  109.20,  264.77,  207.80,  339.97,  317.00,2134373542,  656.97,  180.95,   21.22,  178.01,   17.86,  358.97,   39.08,2134523700,  398.05,    698.94,    356.08,   1055.02
   54.41,   90.55,  192.42,  163.12,  246.82,  253.67,2132406554,  500.49,  163.36,    6.53,  159.35,    3.11,  322.71,    9.64,2132365902,  332.35,    569.54,    263.31,    832.85
   52.48,   89.00,  185.68,  159.19,  238.16,  248.19,2134478404,  486.35,  155.98,    5.28,  152.22,    1.87,  308.20,    7.15,2134406337,  315.35,    546.36,    255.34,    801.70
   53.46,   90.47,  189.61,  162.22,  243.08,  252.69,2132191713,  495.77,  151.24,    4.78,  148.07,    1.40,  299.31,    6.18,2132240451,  305.49,    542.38,    258.87,    801.26
   57.41,   97.01,  204.70,  174.60,  262.11,  271.61,2134346072,  533.72,  149.00,    4.69,  145.90,    1.30,  294.90,    5.99,2134290646,  300.89,    557.01,    277.60,    834.61
   52.81,   90.65,  186.92,  161.43,  239.73,  252.09,2132199106,  491.81,  147.79,    4.93,  144.30,    1.53,  292.09,    6.46,2132220923,  298.54,    531.81,    258.54,    790.35
   50.18,   88.65,  176.82,  155.50,  227.00,  244.15,2134313812,  471.16,  146.23,    4.85,  142.13,    1.47,  288.36,    6.31,2134329098,  294.68,    515.37,    250.46,    765.83
   51.48,   87.89,  181.61,  156.24,  233.08,  244.13,2132483786,  477.21,  146.41,    5.12,  142.73,    1.70,  289.13,    6.82,2132453266,  295.95,    522.22,    250.95,    773.17
   48.34,   86.69,  169.01,  150.37,  217.35,  237.06,2134319805,  454.41,  148.24,    5.30,  144.44,    1.88,  292.68,    7.18,2134325117,  299.86,    510.03,    244.24,    754.27
   54.83,   95.68,  193.36,  168.91,  248.20,  264.59,2132200372,  512.79,  148.96,    5.25,  145.27,    1.87,  294.23,    7.12,2132186329,  301.35,    542.43,    271.71,    814.14
   59.84,   97.57,  206.66,  174.69,  266.50,  272.27,2134417448,  538.77,  169.83,   18.44,  165.87,   14.96,  335.70,   33.39,2134561154,  369.09,    602.20,    305.66,    907.86
   57.97,  110.31,  200.97,  185.53,  258.94,  295.84,2132444300,  554.78,  200.07,    8.22,  196.19,    4.78,  396.26,   13.00,2132324897,  409.26,    655.20,    308.84,    964.04
   73.41,  152.55,  258.05,  251.26,  331.46,  403.81,2134365747,  735.27,  200.18,    9.51,  196.88,    6.08,  397.06,   15.59,2134496419,  412.64,    728.52,    419.39,   1147.91
  122.86,  228.08,  436.82,  388.51,  559.68,  616.60,2132535353, 1176.28,  228.92,   20.78,  225.18,   17.31,  454.11,   38.09,2132455748,  492.20,   1013.79,    654.69,   1668.47
   54.63,  120.44,  189.81,  192.61,  244.43,  313.05,2132393123,  557.48,  191.65,    5.84,  189.02,    2.44,  380.67,    8.28,2132360163,  388.95,    625.10,    321.32,    946.43
   55.67,  115.87,  193.19,  188.77,  248.86,  304.64,2134361313,  553.50,  185.88,    5.07,  183.18,    1.67,  369.07,    6.74,2134399854,  375.81,    617.93,    311.38,    929.31
   53.97,  120.40,  187.20,  191.70,  241.16,  312.10,2132305472,  553.26,  183.40,    5.19,  180.78,    1.79,  364.18,    6.99,2132243220,  371.17,    605.35,    319.09,    924.43
   57.10,  126.43,  198.81,  202.73,  255.90,  329.15,2134343417,  585.06,  181.39,    5.05,  179.10,    1.65,  360.49,    6.70,2134319266,  367.19,    616.40,    335.85,    952.25
   52.77,  119.29,  182.69,  189.03,  235.46,  308.32,2132179264,  543.78,  179.74,    5.10,  177.07,    1.65,  356.81,    6.76,2132187155,  363.57,    592.27,    315.08,    907.35
   56.89,  127.90,  197.99,  203.97,  254.88,  331.87,2134333457,  586.75,  180.73,    5.38,  178.85,    2.00,  359.58,    7.37,2134330919,  366.95,    614.46,    339.24,    953.70
   54.04,  123.76,  186.59,  195.09,  240.63,  318.85,2132390727,  559.48,  176.42,    4.85,  174.92,    1.44,  351.35,    6.30,2132527204,  357.65,    591.98,    325.15,    917.13
   81.90,  150.42,  282.18,  255.69,  364.08,  406.10,2134553644,  770.18,  224.89,   22.29,  220.18,   18.52,  445.08,   40.81,2134524782,  485.89,    809.16,    446.91,   1256.07
   53.42,  121.47,  185.87,  193.42,  239.29,  314.89,2132282564,  554.18,  190.28,    5.35,  187.84,    1.96,  378.12,    7.31,2132181980,  385.43,    617.41,    322.20,    939.61
   51.66,  118.49,  178.97,  187.58,  230.63,  306.08,2134514700,  536.71,  184.92,    5.45,  183.29,    2.05,  368.21,    7.50,2134518377,  375.71,    598.84,    313.58,    912.42
   50.09,  115.04,  173.50,  182.13,  223.59,  297.17,2132239048,  520.76,  184.10,    5.99,  182.88,    2.57,  366.98,    8.56,2132376342,  375.55,    590.57,    305.74,    896.31
   48.48,  114.75,  167.89,  179.79,  216.36,  294.54,2134420139,  510.90,  180.33,    4.84,  178.50,    1.42,  358.83,    6.26,2134284765,  365.09,    575.19,    300.80,    875.99
   54.51,  122.73,  190.17,  196.23,  244.68,  318.96,2132308042,  563.64,  177.00,    4.74,  174.88,    1.32,  351.88,    6.06,2132357656,  357.94,    596.56,    325.03,    921.59
   53.40,  124.50,  185.82,  196.36,  239.22,  320.86,2134393783,  560.08,  176.58,    4.84,  173.99,    1.42,  350.57,    6.26,2134335222,  356.82,    589.79,    327.12,    916.91
   49.04,  119.41,  169.56,  185.24,  218.60,  304.65,2132225050,  523.25,  176.42,    5.11,  173.42,    1.69,  349.84,    6.81,2132255195,  356.65,    568.45,    311.45,    879.90
   48.33,  108.73,  166.55,  172.38,  214.88,  281.11,2134335849,  495.99,  176.75,    4.96,  173.61,    1.54,  350.36,    6.50,2134305390,  356.86,    565.24,    287.61,    852.85
   52.25,  115.23,  181.52,  184.92,  233.78,  300.15,2132180019,  533.93,  179.65,    5.56,  175.97,    2.14,  355.63,    7.70,2132171905,  363.33,    589.40,    307.85,    897.26
   75.53,  184.03,  257.21,  281.13,  332.73,  465.16,2134360667,  797.89,  290.49,   21.47,  286.80,   18.07,  577.29,   39.54,2134430463,  616.83,    910.03,    504.70,   1414.73
   51.00,  146.60,  173.12,  213.44,  224.12,  360.04,2132397616,  584.16,  266.80,    5.26,  264.27,    1.86,  531.07,    7.12,2132391055,  538.18,    755.19,    367.15,   1122.34
   59.89,  174.37,  206.27,  255.23,  266.16,  429.60,2134618280,  695.76,  259.15,    6.46,  256.59,    3.04,  515.74,    9.50,2134785439,  525.23,    781.90,    439.09,   1220.99
  104.72,  267.03,  361.52,  403.53,  466.23,  670.56,2132835112, 1136.79,  316.56,   29.43,  313.97,   26.04,  630.53,   55.47,2132911512,  686.00,   1096.76,    726.03,   1822.79
   59.60,  180.16,  203.18,  259.43,  262.78,  439.59,2132690285,  702.37,  271.94,    7.28,  269.63,    3.81,  541.57,   11.09,2132428680,  552.67,    804.35,    450.68,   1255.03
   57.82,  168.38,  198.57,  245.94,  256.39,  414.33,2134399443,  670.72,  261.65,    5.57,  259.11,    2.16,  520.76,    7.72,2134424281,  528.48,    777.15,    422.05,   1199.20
   56.20,  168.49,  192.40,  244.07,  248.60,  412.56,2132280909,  661.16,  252.18,    4.89,  250.95,    1.49,  503.13,    6.38,2132235590,  509.52,    751.73,    418.95,   1170.68
   59.11,  182.07,  203.33,  262.28,  262.44,  444.34,2134334104,  706.78,  247.58,    4.97,  246.02,    1.56,  493.61,    6.53,2134324768,  500.13,    756.05,    450.87,   1206.91
   58.42,  174.27,  201.12,  253.25,  259.55,  427.52,2132230359,  687.06,  246.00,    5.15,  244.34,    1.74,  490.34,    6.88,2132251561,  497.22,    749.89,    434.40,   1184.29
   53.69,  166.78,  183.23,  239.08,  236.92,  405.87,2134363943,  642.79,  244.90,    5.25,  243.11,    1.81,  488.01,    7.06,2134405465,  495.07,    724.93,    412.93,   1137.86
   69.74,  182.31,  236.24,  272.38,  305.99,  454.70,2132302949,  760.68,  286.61,   20.75,  283.91,   17.36,  570.52,   38.11,2132278710,  608.63,    876.50,    492.81,   1369.31
   57.64,  172.30,  197.15,  249.97,  254.79,  422.27,2134496425,  677.06,  272.89,    6.47,  270.32,    3.07,  543.21,    9.54,2134478677,  552.75,    797.99,    431.82,   1229.81
   55.76,  169.54,  192.04,  244.96,  247.80,  414.50,2132229183,  662.30,  258.97,    5.19,  256.72,    1.79,  515.69,    6.98,2132244598,  522.67,    763.49,    421.48,   1184.97
   58.14,  171.74,  199.14,  249.53,  257.28,  421.27,2134345519,  678.55,  252.32,    5.07,  250.00,    1.67,  502.32,    6.75,2134341992,  509.07,    759.60,    428.01,   1187.61
   53.26,  168.17,  181.69,  239.55,  234.94,  407.72,2132273727,  642.67,  250.36,    5.15,  247.15,    1.76,  497.52,    6.91,2132279313,  504.43,    732.46,    414.63,   1147.09
   50.42,  154.47,  170.48,  220.41,  220.90,  374.88,2134351209,  595.78,  253.53,    6.08,  250.05,    2.66,  503.58,    8.73,2134339571,  512.32,    724.48,    383.62,   1108.10
   54.46,  167.39,  185.26,  239.94,  239.72,  407.34,2132251509,  647.05,  250.42,    5.07,  248.46,    1.66,  498.88,    6.74,2132279545,  505.61,    738.59,    414.07,   1152.67
   51.59,  164.67,  174.83,  233.47,  226.42,  398.15,2134489932,  624.57,  246.65,    5.04,  244.50,    1.63,  491.15,    6.66,2134410920,  497.82,    717.58,    404.81,   1122.39
   57.75,  171.08,  197.34,  247.95,  255.09,  419.02,2132157023,  674.11,  244.96,    5.16,  243.87,    1.77,  488.83,    6.93,2132189050,  495.76,    743.92,    425.95,   1169.87
   49.65,  156.38,  167.25,  221.59,  216.90,  377.97,2134355890,  594.87,  241.76,    4.82,  240.96,    1.42,  482.72,    6.23,2134353727,  488.95,    699.62,    384.20,   1083.82
   68.40,  168.71,  235.02,  258.81,  303.42,  427.52,2132295969,  730.95,  230.09,   18.34,  226.83,   14.69,  456.92,   33.03,2132438081,  489.95,    760.35,    460.55,   1220.90
   59.87,  156.28,  204.75,  234.98,  264.63,  391.25,2134711581,  655.88,  237.28,    9.18,  234.18,    5.76,  471.47,   14.95,2134627199,  486.41,    736.09,    406.20,   1142.29
   52.27,  141.85,  179.13,  211.19,  231.39,  353.03,2132320244,  584.43,  220.44,    5.26,  217.31,    1.84,  437.75,    7.10,2132315961,  444.85,    669.14,    360.13,   1029.27
   62.31,  157.73,  216.71,  241.49,  279.02,  399.22,2134448244,  678.24,  221.21,    7.38,  218.14,    3.97,  439.35,   11.35,2134394646,  450.70,    718.37,    410.57,   1128.94
   89.49,  213.59,  316.80,  334.01,  406.30,  547.60,2132293488,  953.90,  229.24,    8.27,  226.10,    4.90,  455.35,   13.17,2132318339,  468.52,    861.65,    560.77,   1422.42
   64.05,  159.09,  222.89,  245.23,  286.94,  404.32,2134456008,  691.26,  220.12,    5.76,  216.93,    2.36,  437.06,    8.12,2134471680,  445.18,    724.00,    412.44,   1136.43
   64.35,  158.39,  224.93,  245.72,  289.29,  404.11,2132281316,  693.40,  221.68,    6.73,  218.56,    3.31,  440.24,   10.04,2132276453,  450.28,    729.53,    414.15,   1143.68
   64.09,  158.40,  223.88,  245.08,  287.96,  403.49,2134426576,  691.45,  217.45,    5.09,  214.26,    1.67,  431.71,    6.76,2134423867,  438.47,    719.67,    410.25,   1129.92
   64.77,  158.62,  226.90,  246.74,  291.68,  405.36,2132277920,  697.04,  212.33,    4.90,  209.83,    1.52,  422.16,    6.42,2132303074,  428.57,    713.83,    411.78,   1125.61
   63.53,  158.71,  222.46,  245.08,  285.99,  403.79,2134413579,  689.78,  208.16,    4.86,  205.60,    1.45,  413.77,    6.31,2134387655,  420.08,    699.76,    410.10,   1109.86
   62.33,  154.75,  217.20,  238.76,  279.53,  393.51,2132275863,  673.05,  208.64,    5.10,  205.04,    1.68,  413.68,    6.78,2132248088,  420.46,    693.21,    400.29,   1093.51
   79.38,  182.68,  273.72,  287.08,  353.10,  469.77,2134395854,  822.86,  256.99,   21.48,  252.36,   17.79,  509.36,   39.27,2134451254,  548.63,    862.45,    509.04,   1371.49
   62.26,  156.65,  217.20,  241.20,  279.46,  397.85,2132356956,  677.31,  226.86,    6.92,  224.87,    3.52,  451.73,   10.44,2132343806,  462.17,    731.19,    408.29,   1139.48
   61.15,  155.05,  213.31,  238.47,  274.46,  393.52,2134449822,  667.97,  217.00,    4.86,  214.45,    1.47,  431.45,    6.33,2134438980,  437.78,    705.91,    399.84,   1105.75
   62.76,  156.78,  219.48,  242.24,  282.25,  399.02,2132259821,  681.26,  211.53,    4.73,  209.58,    1.33,  421.11,    6.06,2132239913,  427.18,    703.36,    405.08,   1108.44
   61.30,  153.74,  213.84,  236.95,  275.14,  390.69,2134386427,  665.84,  207.22,    4.79,  205.89,    1.37,  413.11,    6.16,2134377873,  419.27,    688.25,    396.85,   1085.11
   62.59,  157.71,  218.64,  242.80,  281.23,  400.51,2132313663,  681.74,  207.42,    5.15,  205.76,    1.75,  413.18,    6.90,2132368358,  420.09,    694.41,    407.41,   1101.82
   64.50,  160.07,  225.45,  247.59,  289.95,  407.66,2132310971,  697.61,  207.70,    5.12,  204.85,    1.72,  412.56,    6.84,2132267784,  419.40,    702.50,    414.51,   1117.01
   64.76,  159.34,  227.64,  247.78,  292.39,  407.12,2134484720,  699.51,  213.00,    5.77,  209.93,    2.37,  422.93,    8.14,2134510791,  431.07,    715.33,    415.26,   1130.58
   60.68,  154.34,  210.63,  236.16,  271.30,  390.50,2132327676,  661.81,  208.81,    4.79,  206.44,    1.38,  415.25,    6.17,2132346542,  421.42,    686.55,    396.67,   1083.23
   60.56,  186.07,  208.11,  268.14,  268.67,  454.22,2134428520,  722.89,  256.53,    4.85,  254.60,    1.43,  511.14,    6.29,2134420488,  517.43,    779.81,    460.50,   1240.31
   77.18,  209.14,  261.98,  309.02,  339.16,  518.17,2132331842,  857.33,  304.91,   21.50,  301.62,   17.86,  606.52,   39.36,2132313296,  645.89,    945.68,    557.53,   1503.22
   64.86,  195.33,  223.78,  283.38,  288.64,  478.71,2134505828,  767.34,  283.40,    6.04,  281.29,    2.64,  564.69,    8.68,2134523954,  573.37,    853.33,    487.39,   1340.71
   62.00,  189.76,  212.25,  272.68,  274.25,  462.44,2132318702,  736.69,  276.29,    6.16,  274.73,    2.75,  551.02,    8.91,2132269441,  559.93,    825.27,    471.36,   1296.62
   91.88,  265.15,  317.75,  387.32,  409.63,  652.47,2134496815, 1062.11,  299.33,   18.18,  297.18,   14.75,  596.51,   32.93,2134515816,  629.44,   1006.14,    685.40,   1691.54
   82.51,  235.26,  282.70,  343.44,  365.20,  578.70,2132383803,  943.91,  311.06,   18.33,  309.21,   14.96,  620.28,   33.28,2132386286,  653.56,    985.48,    611.99,   1597.47
   51.27,  167.94,  173.14,  235.75,  224.41,  403.69,2134536946,  628.10,  278.31,    5.47,  276.03,    2.05,  554.34,    7.52,2134530471,  561.86,    778.75,    411.21,   1189.96
   49.40,  169.03,  165.60,  235.03,  215.00,  404.06,2132243819,  619.06,  270.70,    5.03,  267.71,    1.62,  538.41,    6.65,2132252497,  545.07,    753.41,    410.71,   1164.12
   51.53,  180.58,  174.86,  251.21,  226.39,  431.79,2134337815,  658.18,  268.87,    5.54,  267.43,    2.14,  536.31,    7.69,2134284689,  544.00,    762.70,    439.48,   1202.18
   53.73,  182.33,  182.10,  254.90,  235.83,  437.23,2132187868,  673.06,  266.66,    5.52,  264.52,    2.10,  531.18,    7.61,2132217000,  538.79,    767.01,    444.84,   1211.86
   54.40,  188.20,  183.69,  261.53,  238.09,  449.72,2134319318,  687.82,  262.90,    4.96,  260.90,    1.55,  523.80,    6.51,2134330394,  530.31,    761.89,    456.24,   1218.13
   71.07,  208.59,  240.49,  301.48,  311.56,  510.07,2132267716,  821.63,  299.44,   20.54,  296.61,   17.24,  596.05,   37.78,2132293541,  633.83,    907.61,    547.85,   1455.46
   51.67,  180.53,  173.36,  249.32,  225.03,  429.85,2134540359,  654.89,  289.62,    7.29,  287.25,    3.86,  576.88,   11.15,2134552352,  588.03,    801.91,    441.00,   1242.91
   52.33,  181.46,  176.16,  251.26,  228.50,  432.71,2132282199,  661.21,  276.75,    5.72,  274.95,    2.29,  551.70,    8.01,2132226592,  559.71,    780.20,    440.72,   1220.92
   57.29,  188.87,  195.13,  266.12,  252.42,  454.99,2134486411,  707.41,  271.10,    5.69,  268.63,    2.28,  539.73,    7.97,2134453642,  547.70,    792.15,    462.96,   1255.11
   54.85,  187.98,  185.91,  262.19,  240.75,  450.17,2132186071,  690.92,  266.21,    5.14,  263.79,    1.75,  530.00,    6.89,2132248267,  536.89,    770.75,    457.05,   1227.81
   50.77,  172.70,  171.46,  240.77,  222.23,  413.46,2134402433,  635.70,  261.76,    5.00,  260.13,    1.61,  521.89,    6.60,2134381174,  528.49,    744.13,    420.07,   1164.19
   45.16,  155.74,  150.94,  215.48,  196.10,  371.22,2132299887,  567.33,  260.11,    5.31,  258.52,    1.91,  518.63,    7.22,2132291864,  525.85,    714.73,    378.44,   1093.18
   51.68,  174.59,  173.96,  243.43,  225.64,  418.02,2134327391,  643.66,  262.08,    5.11,  258.55,    1.71,  520.63,    6.82,2134327003,  527.45,    746.27,    424.84,   1171.11
   53.07,  184.08,  179.38,  255.41,  232.45,  439.50,2132153421,  671.95,  257.68,    4.84,  253.39,    1.43,  511.07,    6.27,2132194230,  517.34,    743.52,    445.77,   1189.29
   49.38,   93.73,  174.62,  160.89,  224.00,  254.62,2134355671,  478.61,  121.95,    5.54,  118.14,    2.14,  240.09,    7.69,2134306308,  247.78,    464.09,    262.30,    726.39
   56.21,   95.51,  193.71,  168.72,  249.91,  264.23,2132272175,  514.14,  138.15,   19.43,  132.90,   15.79,  271.04,   35.23,2132314526,  306.27,    520.96,    299.46,    820.41
   55.02,   97.12,  193.79,  171.22,  248.81,  268.34,2134551390,  517.15,  132.95,    8.56,  129.83,    5.11,  262.78,   13.67,2134540589,  276.45,    511.58,    282.01,    793.60
   46.63,   88.56,  163.91,  151.88,  210.55,  240.44,2132246689,  450.99,  121.61,    4.91,  118.69,    1.52,  240.30,    6.43,2132235868,  246.73,    450.85,    246.87,    697.71
   50.98,   84.23,  181.00,  153.22,  231.97,  237.45,2134308466,  469.43,  121.29,    5.42,  117.96,    2.02,  239.26,    7.43,2134280369,  246.69,    471.23,    244.88,    716.11
   91.04,  119.20,  322.19,  239.07,  413.22,  358.27,2132320826,  771.49,  155.69,   27.67,  152.16,   24.20,  307.85,   51.87,2132433644,  359.72,    721.07,    410.14,   1131.21
   48.92,   77.67,  169.37,  140.92,  218.30,  218.59,2134722178,  436.88,  137.27,   12.18,  133.91,    8.80,  271.18,   20.98,2134653465,  292.16,    489.47,    239.57,    729.04
