,input_rate,output_rate,latency,firewall,router,ndpi_stat,payload_scan,bridge,firewall_cycles,bridge_cycles,ndpi_stat_cycles,nf_router_cycles,payload_scan_cycles
23,1.1408563361005,1.1407701282711,45.91,1.142315,1.128281,1.128249,1.128249,1.128206,0.2599620638,0.2882881063,0.2877526671,0.2880032431,0.1192585781
24,1.1409602971131,1.1397287579729,25.296,1.141573,1.142395,1.142429,1.142442,1.142468,0.2890005156,0.2877998721,0.2873673092,0.2875504671,0.1192002316
25,1.1291853996179,1.1256166242272,73.786,1.143736,1.1416,1.141589,1.141559,1.14154,0.2888560769,0.2881848968,0.2885593981,0.2881099177,0.1193241762
26,1.0003190697246,0.9994594849548,35.645,1.049923,1.143787,1.143792,1.14383,1.143798,0.288841456,0.2882664895,0.2887678128,0.2879834334,0.1192957563
27,1.0022544097959,0.12543832888902,54.519,0.560212,1.049956,1.049923,1.049922,1.049955,0.288862509,0.2880744141,0.2716521182,0.2880630532,0.1193249725
28,1.0038017545418,0.063497826427045,11.126,0.060128,0.560196,0.56018,0.560134,0.56012,0.0544055694,0.287966553,0.2877753817,0.2880514502,0.1192639891
29,1.0061555859583,0.043182694917529,16.279,0.045984,0.060128,0.060128,0.060128,0.060128,0.02803259,0.288180476,0.2880399432,0.2884915902,0.1300696121
30,1.003104561442,0.14293000856735,9.366,0.23509,0.045984,0.045984,0.045984,0.045984,0.0289348811,0.2893549773,0.2887250616,0.2741772349,0.2592109773
31,1.0065004800897,0.17707925275429,12.198,0.509243,0.23509,0.23509,0.23509,0.23509,0.0291732622,0.289041916,0.2880424155,0.2890973654,0.2890243642
32,1.00423177163,0.18330561155393,14.228,0.504137,0.509243,0.509243,0.509243,0.509243,0.0162818236,0.2891430054,0.2891340392,0.2891688506,0.2892750965
33,1.0041382241167,0.19137715695381,11.491,0.509007,0.504137,0.504137,0.504137,0.504137,0.0291643032,0.2891829743,0.2890851153,0.2891853178,0.2892171915
34,1.0029361305693,0.19281216573309,10.189,0.509248,0.509007,0.509007,0.509007,0.509007,0.0288839308,0.2891470175,0.2891503518,0.2892048216,0.2892146126
35,1.0897600283552,0.201272988753,11.907,0.509352,0.509248,0.509248,0.509248,0.509248,0.0288886708,0.2890904384,0.2890774593,0.2891217682,0.2892199437
36,1.9076285093648,0.23832332516459,13.815,0.571684,0.509352,0.509352,0.509352,0.509352,0.0288856298,0.2891274425,0.2891565645,0.2891662851,0.2892423858
37,1.903945038141,1.6931389475218,14.707,1.16935,0.571684,0.571684,0.571684,0.571684,0.0288693795,0.2892844255,0.2890806285,0.2890728039,0.2892040503
38,1.8978680287317,1.8978047606683,12.358,1.902502,1.169465,1.169499,1.169515,1.169544,0.2535103629,0.2891683051,0.2891458115,0.2892030567,0.2892217938
39,1.898926038007,1.8843276584557,14.035,1.898304,1.902563,1.902592,1.902588,1.903874,0.2890640334,0.2889963832,0.2888718849,0.2888336853,0.2891159526
40,1.902744218831,1.9018509389331,30.407,1.901111,1.898445,1.898465,1.897202,1.897193,0.2886550521,0.2888039051,0.2888916562,0.2888576907,0.2891228125
41,1.9012826334636,1.9007047472934,23.757,1.903972,1.901155,1.901159,1.901151,1.901151,0.289130465,0.2885526559,0.2882031115,0.2885262046,0.2887085261
42,1.898195269115,1.8975464761997,17.213,1.899623,1.904025,1.904042,1.904047,1.904056,0.2891004412,0.2889018241,0.2889911151,0.2889876138,0.2891405219
43,1.9022826109461,1.9023033592427,14.355,1.902083,1.899672,1.899673,1.899717,1.899729,0.2890482129,0.2889775979,0.288940518,0.2888933439,0.2890793923
44,1.901759707622,1.9016781510477,23.181,1.905068,1.902139,1.902093,1.902095,1.902103,0.289106853,0.2889101593,0.2889152255,0.2888212981,0.289050695
45,1.9919857293154,2.0074147030937,9.654,1.90369,1.905113,1.905106,1.90512,1.90511,0.2891386323,0.2888292293,0.1611638463,0.2888626293,0.289096553
46,2.8493671079857,2.8478996339808,10.326,2.542934,1.903761,1.903754,1.90375,1.903765,0.2890989231,0.2889936536,0.1291693054,0.2890009952,0.2891158718
47,2.8452807205728,2.8430301048648,6.359,2.847364,2.543004,2.543032,2.543029,2.543048,0.2891660386,0.2890074812,0.129242145,0.288954819,0.2891369464
48,2.8470264042216,2.8458688796205,10.032,2.848276,2.847474,2.847544,2.847555,2.847545,0.2890891175,0.2890508807,0.1292577599,0.2721110005,0.289167432
49,2.8215033041292,2.7587555506922,8.963,2.846084,2.848396,2.848369,2.849366,2.849402,0.2891460522,0.2890573424,0.1292423171,0.289079537,0.289120864
50,2.8349027000187,2.7869937579695,13.475,2.759152,2.846151,2.845204,2.84514,2.845136,0.2888500817,0.2890912145,0.1292137328,0.2890209827,0.2891042397
51,2.834557515866,2.7444102596532,6.726,2.82576,2.759204,2.7592,2.759204,2.7592,0.2889535492,0.2886579867,0.1285651365,0.2883574103,0.2888801657
52,2.8399209975581,2.8345433702863,8.935,2.834164,2.82584,2.825888,2.82588,2.825908,0.2887898447,0.2884117765,0.1285331106,0.288435318,0.2888982531
53,2.8412994083998,1.4215989532225,8.842,2.629391,2.834216,2.834214,2.834197,2.834232,0.2889247511,0.2878746699,0.1282954909,0.2880989856,0.2887796968
54,2.836332797125,0.16095850965151,9.964,0.320275,2.629356,2.629302,2.629244,2.629207,0.155232525,0.2889186849,0.1287166657,0.288809259,0.2890147908
55,2.8863339442411,0.042143890218991,11.053,0.148773,0.320275,0.320275,0.320275,0.320275,0.027885653,0.2888713831,0.1287031456,0.2888623851,0.2890969116
56,3.2789199080755,0.19740071794759,12.749,0.252053,0.148773,0.148773,0.148773,0.148773,0.0287046473,0.2891414825,0.129143863,0.2888915873,0.2889955408
57,3.2815213456066,0.24147194158814,8.365,0.62266,0.252053,0.252053,0.252053,0.252053,0.0288198545,0.2887318284,0.1287441688,0.1921518627,0.288901145
58,3.2802840091275,0.24471688720918,12.361,0.627781,0.619583,0.619679,0.619743,0.619807,0.0291104566,0.2892022767,0.1293425626,0.2200992893,0.2892666388
59,3.2773451957938,0.24534334193788,10.25,0.628453,0.629061,0.630666,0.630634,0.630538,0.0287769893,0.289166989,0.1293351949,0.2802092081,0.2892509374
60,3.2771371629459,0.1230532430327,13.171,0.427736,0.628453,0.628453,0.628453,0.628453,0.0287404368,0.2891988194,0.1293369134,0.2891765873,0.2892427533
61,3.2715223368386,0.2363971048946,11.2,0.420444,0.427768,0.4278,0.4278,0.4278,0.0292445285,0.2891207133,0.129339484,0.2892137986,0.289226531
62,3.2764367378399,0.24358307897105,11.066,0.623763,0.420444,0.420444,0.420444,0.420444,0.0289213945,0.289055468,0.1290311136,0.2889296344,0.2891533965
63,3.2766240393142,1.7024433649949,7.475,0.822632,0.623763,0.623763,0.623763,0.623763,0.0291730939,0.2892391826,0.1293331824,0.2892487823,0.2892673858
64,3.2735353968712,3.2694206187086,15.968,3.278762,0.822717,0.82277,0.822818,0.822854,0.1544087744,0.2892040903,0.1293655736,0.2891887621,0.2892437966
65,3.0122330669887,2.9646885826318,13.737,3.275284,3.278846,3.278858,3.278878,3.278907,0.2891011249,0.2891519489,0.2371444865,0.2891590292,0.289197672
66,0.52401700482506,0.52382108723283,11.696,1.39062,3.275376,3.275384,3.27536,3.275392,0.2891056403,0.289085286,0.2829887821,0.2890105159,0.2891324989
67,0.52596894839015,0.52613670342247,11.843,0.525203,1.390586,1.390541,1.390474,1.390434,0.2891336672,0.2891065525,0.288962663,0.2889630538,0.2890844779
68,0.52351974858676,0.52349458441724,12.73,0.525346,0.525203,0.525209,0.525207,0.525206,0.2891600175,0.2889195467,0.2890469283,0.2890850848,0.2891540668
69,0.52342122659501,0.52321598309434,9.364,0.523506,0.525521,0.525521,0.52552,0.52552,0.2889735502,0.2890053591,0.2888172817,0.2890812497,0.2890813506
70,0.52334866892299,0.52281521233881,12.185,0.52352,0.52352,0.523528,0.523527,0.523528,0.2892084113,0.2886931658,0.2880315473,0.2885220458,0.288959956
71,0.52254485680654,0.52243006957985,10.093,0.522648,0.523513,0.523518,0.523513,0.52351,0.2890322637,0.2890387305,0.2890093093,0.2890116495,0.2891605796
72,0.52424987142543,0.52443815481526,13.552,0.524582,0.522665,0.522672,0.522674,0.522673,0.2891691372,0.2886519477,0.2883189061,0.288821196,0.2890048901
73,0.52309358757975,0.52314775723781,12.067,0.523577,0.524595,0.524595,0.524596,0.524599,0.2891690003,0.2891321276,0.2889552315,0.2891042696,0.28915294
74,0.52477834703956,0.5245114966015,23.603,0.524696,0.523591,0.523585,0.523582,0.523582,0.2890960237,0.2891449897,0.2889874133,0.2890999044,0.2891919971
75,0.60894525047505,0.62475539601608,10.624,0.523899,0.524721,0.524726,0.524724,0.524727,0.2891172669,0.289100583,0.2889043268,0.2890051958,0.2891473522
76,1.4244806558077,1.4240416546564,11.926,1.146785,0.523915,0.52391,0.523912,0.523917,0.2891529435,0.2890302905,0.2890873084,0.2702601142,0.2892015885
77,1.4246926598701,1.4236565136847,12.931,1.42644,1.146856,1.14688,1.146888,1.14688,0.2825933627,0.2890605375,0.2889426872,0.2890471273,0.2890975192
78,1.4236986396943,1.4227145418592,14.98,1.42563,1.426481,1.426504,1.426507,1.426498,0.2890738873,0.2889500125,0.2889842494,0.2888470376,0.2891212928
79,1.4249163509242,1.4243723770684,10.208,1.426641,1.42651,1.426513,1.426506,1.4265,0.2891016744,0.2889723027,0.2887645284,0.2889314492,0.2889796463
80,1.4246253617573,1.4238617787623,14.605,1.425019,1.426687,1.42676,1.42676,1.426783,0.2891407742,0.2889508948,0.2889066661,0.2888950453,0.2776937941
81,1.4202629139889,1.4197622980945,8.41,1.421141,1.425009,1.424994,1.424977,1.424968,0.2893077272,0.2889426485,0.2887994778,0.2888661393,0.2890906923
82,1.4235942306014,1.4226585692087,12.916,1.426831,1.421199,1.421227,1.421218,1.421224,0.2890502314,0.289209472,0.2891010423,0.288951138,0.2890737163
83,1.4247019243691,1.4237474089904,16.694,1.42401,1.42687,1.426872,1.426867,1.426887,0.2891645957,0.2717675618,0.2885826544,0.2887746033,0.2888918387
84,1.4235817471047,1.4222647918914,10.189,1.4254,1.424037,1.424044,1.424046,1.424042,0.2890408336,0.2889869237,0.2888987666,0.2890332887,0.289034997
